QE_file_number,Cast # ,Sample ,Bottle_Position,Date_Time,lat,long,Mixed_Layer_Depth_Crit3,In_Mixed_Layer,CTD_Tempurature,Sal00,Sal11,Sigma-t00,Sigma-t11,OxsatMm/Kg,DepSM,PrDM,T090C,T190C,C0S/m,C1S/m,Par,Sbeox0Mm/Kg,CStarTr0,FlECO-AFL,Type
QE009471,19,.22GV345,5,Nov 22 2018,64.67191667,62.61275,36,FALSE,-0.18765,34.191,34.1961,27.4624,27.4667,353.37443,50.015,50.516,-0.1863,-0.189,2.829358,2.82951,4.29E+00,277.257,93.431,0.6792,(avg)
QE009525,19,.22GV346,9,Nov 22 2018,64.67191667,62.61275,36,TRUE,-0.1293,33.9354,33.9435,27.253,27.2601,353.47852,0.947,0.957,-0.1241,-0.1345,2.813117,2.812857,3.03E+02,304.922,89.4724,0.3408,(avg)
QE009534,19,.22GV347,8,Nov 22 2018,64.67191667,62.61275,36,TRUE,-0.1363,33.9464,33.9435,27.2626,27.26,353.58261,10.485,10.589,-0.1383,-0.1343,2.813195,2.813313,9.27E+01,304.008,89.4745,0.6302,(avg)
QE009631,19,.22GV348,7,Nov 22 2018,64.67191667,62.61275,36,TRUE,-0.15505,33.9588,33.9579,27.2734,27.2726,353.70484,19.837,20.034,-0.1549,-0.1552,2.813172,2.813075,4.01E+01,303.263,89.4804,1.0399,(avg)
QE009392,20,.22GV349,2,Nov 22 2018,64.53045,62.46093333,35,FALSE,0.2696,34.472,34.4727,27.6652,27.6661,348.35481,150.696,152.239,0.2728,0.2664,2.894113,2.893617,1.00E-12,231.166,95.8325,0.089,(avg)
QE009501,20,.22GV350,4,Nov 22 2018,64.53045,62.46093333,35,FALSE,-0.17315,34.1806,34.1825,27.4535,27.455,353.28424,60.443,61.048,-0.1737,-0.1726,2.83012,2.83036,9.35E-01,302.425,91.4593,0.7868,(avg)
QE009532,20,.22GV351,1,Nov 22 2018,64.53045,62.46093333,35,FALSE,0.03595,34.5442,34.5445,27.7363,27.7367,350.33652,251.106,253.739,0.0374,0.0345,2.884173,2.883942,1.00E-12,237.763,96.1618,-0.0367,(avg)
QE009541,20,.22GV352,5,Nov 22 2018,64.53045,62.46093333,35,FALSE,-0.2048,34.1695,34.172,27.446,27.448,353.61532,50.201,50.703,-0.2057,-0.2039,2.82612,2.826462,1.91E+00,305.651,91.1698,0.8197,(avg)
QE009617,20,.22GV353,7,Nov 22 2018,64.53045,62.46093333,35,TRUE,-0.1453,34.0382,34.0421,27.337,27.3403,353.38255,19.912,20.109,-0.1434,-0.1472,2.820104,2.820077,2.02E+01,322.989,89.2298,0.8108,(avg)
QE009556,20,.22GV354,9,Nov 22 2018,64.53045,62.46093333,35,TRUE,-0.10595,34.0213,34.0236,27.3214,27.3233,353.07032,1.096,1.107,-0.1053,-0.1066,2.821157,2.821215,1.69E+02,324.906,89.5727,0.5034,(avg)
QE009407,20,.22GV355,6,Nov 22 2018,64.53045,62.46093333,35,FALSE,-0.23295,34.1377,34.1403,27.4216,27.4238,353.95435,35.022,35.37,-0.2325,-0.2334,2.820776,2.820896,5.64E+00,317.508,90.5343,0.8102,(avg)
QE009626,20,.22GV356,8,Nov 22 2018,64.53045,62.46093333,35,TRUE,-0.1122,34.0226,34.0245,27.3228,27.3244,353.12208,10.149,10.25,-0.1112,-0.1132,2.82118,2.821155,5.21E+01,323.958,89.5829,0.6942,(avg)
QE009545,21,.22GV358,3,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.3514,34.4227,34.4279,27.6576,27.662,354.2884,100.105,101.118,-0.3494,-0.3534,2.835258,2.835312,1.91E-01,258.868,95.4772,0.1164,(avg)
QE009566,21,.22GV359,6,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.24335,34.1731,34.1761,27.4508,27.4532,353.96333,34.901,35.248,-0.2436,-0.2431,2.822491,2.822758,4.56E+00,300.324,93.0338,0.8598,(avg)
QE009602,21,.22GV360,1,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.4923,34.5263,34.5279,27.748,27.7494,355.36034,250.904,253.536,-0.492,-0.4926,2.837896,2.83797,1.00E-12,257.321,96.1375,-0.0725,(avg)
QE009424,21,.22GV361,8,Nov 22 2018,64.6156,62.20173333,13,TRUE,-0.12775,33.8476,33.8513,27.1822,27.1853,353.74228,10.126,10.226,-0.127,-0.1285,2.806699,2.806849,3.65E+01,318.719,91.8878,0.5704,(avg)
QE009634,21,.22GV362,7,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.1763,33.9345,33.9403,27.255,27.2592,354.01666,20.181,20.381,-0.181,-0.1716,2.809179,2.810402,1.67E+01,314.374,91.4237,0.6977,(avg)
QE009475,21,.22GV363,9,Nov 22 2018,64.6156,62.20173333,13,TRUE,-0.07235,33.778,33.7808,27.1233,27.1256,353.41707,1.092,1.103,-0.0725,-0.0722,2.805591,2.805828,9.61E+01,322.186,93.6558,0.2379,(avg)
QE009402,21,.22GV365,4,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.27575,34.2923,34.2926,27.5487,27.5489,353.95365,59.673,60.271,-0.2767,-0.2748,2.829776,2.829961,1.36E+00,288.812,94.7711,0.5506,(avg)
QE009594,21,.22GV366,5,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.2802,34.2604,34.2634,27.5231,27.5256,354.06965,50.439,50.943,-0.2799,-0.2805,2.826697,2.826867,2.11E+00,291.623,94.3161,0.6272,(avg)
QE009614,21,.22GV369,2,Nov 22 2018,64.6156,62.20173333,13,FALSE,-0.45605,34.5021,34.5052,27.7267,27.7294,355.07543,149.937,151.473,-0.4551,-0.457,2.834546,2.834621,1.00E-12,254.039,95.9866,-0.0337,(avg)
QE009577,24,.22GV450,4,Nov 24 2018,64.52843333,61.89436667,38,FALSE,-0.28425,34.2267,34.2278,27.496,27.497,354.19989,59.944,60.544,-0.284,-0.2845,2.824266,2.824313,1.30E+00,295.553,94.1199,5.43E-01,(avg)
QE009504,24,.22GV451,3,Nov 24 2018,64.52843333,61.89436667,38,FALSE,-0.3167,34.4492,34.4384,27.6773,27.6689,353.87394,100.495,101.512,-0.3132,-0.3202,2.840322,2.838918,9.53E-02,258.771,95.0573,2.14E-01,(avg)
QE009575,24,.22GV452,2,Nov 24 2018,64.52843333,61.89436667,38,FALSE,-0.3407,34.5035,34.5029,27.7225,27.7221,353.98255,150.259,151.797,-0.3402,-0.3412,2.844393,2.844267,1.00E-12,252.318,95.8088,-6.20E-03,(avg)
QE009516,24,.22GV453,1,Nov 24 2018,64.52843333,61.89436667,38,FALSE,-0.5336,34.5296,34.5282,27.7526,27.7514,355.74629,250.511,253.138,-0.5335,-0.5337,2.834615,2.83449,1.00E-12,258.764,95.2562,-7.49E-02,(avg)
QE009573,24,.22GV454,6,Nov 24 2018,64.52843333,61.89436667,38,TRUE,-0.0719,33.904,33.9055,27.2248,27.2265,353.02949,35,35.348,-0.0673,-0.0765,2.817074,2.816424,4.87E+00,322.849,87.7049,2.04E+00,(avg)
QE009397,24,.22GV455,7,Nov 24 2018,64.52843333,61.89436667,38,TRUE,0.01775,33.8436,33.846,27.1718,27.1738,352.39349,20.701,20.907,0.0179,0.0176,2.818987,2.81915,2.35E+01,326.893,88.7501,1.30E+00,(avg)
QE009553,24,.22GV456,8,Nov 24 2018,64.52843333,61.89436667,38,TRUE,0.03735,33.8706,33.8711,27.1926,27.193,352.13362,10.813,10.92,0.0379,0.0368,2.822252,2.822196,6.43E+01,326.268,88.8298,1.27E+00,(avg)
QE009571,24,.22GV457,9,Nov 24 2018,64.52843333,61.89436667,38,TRUE,0.04225,33.8779,33.8787,27.1982,27.1989,352.06914,0.989,0.999,0.0427,0.0418,2.822753,2.822731,2.74E+02,326.601,88.7625,7.69E-01,(avg)
QE009449,24,.22GV458,5,Nov 24 2018,64.52843333,61.89436667,38,FALSE,-0.22325,34.1258,34.1272,27.4115,27.4128,353.88851,50.032,50.531,-0.2222,-0.2243,2.821451,2.821384,1.41E+00,307.277,92.9599,9.68E-01,(avg)
QE009591,25,.22GV459,3,Nov 24 2018,64.40823889,62.1664,70,FALSE,0.03625,34.3293,34.3302,27.5629,27.5636,350.92495,99.832,100.841,0.0359,0.0366,2.860825,2.860957,6.96E-02,261.067,94.3188,0.2547,(avg)
QE009597,25,.22GV460,1,Nov 24 2018,64.40823889,62.1664,70,FALSE,0.45325,34.5813,34.5796,27.7433,27.7414,346.45537,250.324,252.947,0.4489,0.4576,2.922087,2.922698,1.00E-12,222.529,95.8098,-0.0677,(avg)
QE009611,25,.22GV461,5,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.11025,34.1842,34.1799,27.4533,27.4497,352.67884,50.087,50.587,-0.1103,-0.1102,2.835253,2.834935,2.79E+00,293.865,91.3396,0.806,(avg)
QE009567,25,.22GV462,6,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.09455,34.1379,34.138,27.415,27.4152,352.65678,35.148,35.498,-0.0946,-0.0945,2.832392,2.83242,8.50E+00,300.953,90.7542,0.8287,(avg)
QE009593,25,.22GV463,4,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.11585,34.21,34.2101,27.4743,27.4745,352.65835,60.393,60.997,-0.1155,-0.1162,2.837227,2.837178,1.28E+00,289.082,92.5955,0.6445,(avg)
QE009438,25,.22GV464,7,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.09685,34.1372,34.1377,27.4146,27.4151,352.67025,20.45,20.652,-0.0959,-0.0978,2.831559,2.831438,2.62E+01,301.067,90.7299,0.8048,(avg)
QE009615,25,.22GV465,2,Nov 24 2018,64.40823889,62.1664,70,FALSE,0.246,34.4499,34.4493,27.6489,27.6485,348.65482,149.718,151.249,0.2465,0.2455,2.890156,2.890022,1.00E-12,233.181,95.5074,0.0644,(avg)
QE009574,25,.22GV466,8,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.0969,34.1363,34.1369,27.4139,27.4144,352.67439,10.106,10.206,-0.0961,-0.0977,2.830996,2.830906,6.78E+01,301.469,90.6464,0.7886,(avg)
QE009633,25,.22GV467,9,Nov 24 2018,64.40823889,62.1664,70,TRUE,-0.09045,34.135,34.1358,27.4124,27.4131,352.61894,1.431,1.445,-0.0898,-0.0911,2.831021,2.830968,1.97E+02,302.155,90.5882,0.4986,(avg)
QE009460,26,.22GV518,3,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.3721,34.4171,34.4309,27.654,27.6655,354.48229,100.308,101.323,-0.3683,-0.3759,2.833252,2.83364,5.78E-01,263.433,94.977,0.2122,(avg)
QE009542,26,.22GV519,4,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.2709,34.2636,34.2741,27.5251,27.5339,353.95308,59.609,60.207,-0.2685,-0.2733,2.828324,2.828705,4.27E+00,290.455,94.0957,0.6631,(avg)
QE009414,26,.22GV520,1,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.4844,34.525,34.5248,27.7466,27.7465,355.28659,250.083,252.708,-0.4839,-0.4849,2.83845,2.838349,1.00E-12,255.578,95.6206,-0.0701,(avg)
QE009572,26,.22GV521,2,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.42585,34.4885,34.4916,27.7143,27.717,354.80562,150.021,151.559,-0.4228,-0.4289,2.836272,2.835983,5.43E-02,255.348,95.6497,-0.0085,(avg)
QE009474,26,.22GV522,5,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.28575,34.196,34.2003,27.4713,27.4748,354.30194,50.364,50.868,-0.286,-0.2855,2.821356,2.82172,7.24E+00,296.848,93.465,0.9801,(avg)
QE009635,26,.22GV523,6,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.32865,34.1106,34.116,27.4049,27.4081,355.05661,39.982,40.381,-0.3413,-0.316,2.809854,2.812381,1.40E+01,299.919,93.3335,0.876,(avg)
QE009505,26,.22GV524,8,Nov 25 2018,64.6948,62.21041944,24,TRUE,-0.3105,33.7069,33.7092,27.0772,27.0791,355.85414,20.038,20.237,-0.3099,-0.3111,2.781367,2.781439,5.59E+01,321.838,91.4269,0.6505,(avg)
QE009391,26,.22GV525,7,Nov 25 2018,64.6948,62.21041944,24,FALSE,-0.1785,33.9342,33.9341,27.2546,27.2546,353.99068,34.966,35.315,-0.1782,-0.1788,2.810074,2.810019,2.22E+01,314.297,89.2341,1.6158,(avg)
QE009458,26,.22GV526,9,Nov 25 2018,64.6948,62.21041944,24,TRUE,-0.38455,33.6594,33.6624,27.0422,27.0445,356.70456,10.078,10.178,-0.3856,-0.3835,2.77108,2.771478,1.07E+02,322.424,92.6764,0.3402,(avg)
QE009451,26,.22GV527,10,Nov 25 2018,64.6948,62.21041944,24,TRUE,-0.42835,33.5941,33.5952,26.9912,26.9921,357.28714,0.484,0.489,-0.4279,-0.4288,2.76226,2.762265,3.16E+02,323.493,93.0392,0.1691,(avg)
QE009483,27,.22GV528,3,Nov 26 2018,64.84383889,63.93366111,60,FALSE,-0.2274,34.2138,34.2109,27.4827,27.4807,353.66743,100.236,101.252,-0.2239,-0.2309,2.830222,2.829414,6.08E-02,263.949,95.4034,0.2702,(avg)
QE009427,27,.22GV529,2,Nov 26 2018,64.84383889,63.93366111,60,FALSE,0.4837,34.4565,34.456,27.6406,27.6402,346.47164,150.275,151.817,0.4833,0.4841,2.91086,2.910891,1.00E-12,222.31,95.9262,0.0423,(avg)
QE009470,27,.22GV530,1,Nov 26 2018,64.84383889,63.93366111,60,FALSE,0.93825,34.5823,34.5814,27.7136,27.713,342.03796,250.535,253.168,0.9394,0.9371,2.964263,2.963991,1.00E-12,202.06,96.1855,-0.0492,(avg)
QE009441,27,.22GV531,6,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.8483,33.8367,33.8366,27.2048,27.2047,360.67445,34.841,35.189,-0.8477,-0.8489,2.747095,2.74699,6.02E+00,335.765,91.939,1.1475,(avg)
QE009416,27,.22GV532,4,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.76765,33.9089,33.9068,27.26,27.2586,359.669,59.911,60.512,-0.7648,-0.7705,2.760455,2.759822,9.80E-01,324.289,93.2553,0.7504,(avg)
QE009496,27,.22GV533,7,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.8858,33.7884,33.791,27.1671,27.1693,361.17055,20.624,20.829,-0.8849,-0.8867,2.739806,2.739847,2.01E+01,346.655,89.1705,1.5715,(avg)
QE009464,27,.22GV534,8,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.8594,33.7766,33.7753,27.1566,27.1554,360.97679,10.254,10.356,-0.8617,-0.8571,2.740377,2.740665,6.38E+01,350.651,88.073,1.6469,(avg)
QE009512,27,.22GV535,5,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.84155,33.8475,33.8469,27.2133,27.2128,360.57627,49.724,50.222,-0.8407,-0.8424,2.749158,2.748973,1.98E+00,334.952,92.4322,0.8676,(avg)
QE009450,27,.22GV536,9,Nov 26 2018,64.84383889,63.93366111,60,TRUE,-0.84355,33.7714,33.7715,27.1517,27.1519,360.80644,0.394,0.398,-0.8427,-0.8444,2.741107,2.74098,2.21E+02,351.001,87.0866,1.0781,(avg)
spilled,20,spilled,3,Nov 22 2018,,,35,FALSE,0.03885,34.2858,34.2915,27.5279,27.532,351.05617,100.239,101.254,0.0342,0.0435,2.857427,2.858644,4.15E-02,265.295,93.9189,0.4699,(avg)
QE009643,NA,.22GV1,NA,,,,,,,,,,,,,,,,,,,,,,
