Lat,Lon,sdate,daten,JulianD,r2r_event,Cast,BottleNo,depth_nominal,depth,pressure,temp1,potTemp1,sal1,density1,sigmaT1,cond1,temp2,potTemp2,sal2,density2,sigmaT2,cond2,oxsat1_umol_perkg,oxconc_mL_perL,oxconc_umol_perkg,oxsat_mL_perL,oxsat2_umol_perkg,PAR,surface_par,beam_cp,Chl_F,beta,turb,Chl_F_raw,beta_raw,particle_conc_raw,beam_cp_raw,tempDiff,salDiff,condDiff,scan,PO4,PO4_kg-1,PO4_Flag,SiO4,SiO4_kg-1,SiO4_Flag,NO2_NO3,NO2_NO3_Kg-1,NO2_NO3 Flag,NO2,NO2_kg-1,NO2_flag,NO3,NO3_kg-1,NO3_flag,CHLA
degrees,degrees,string date,dimensionless,dimensionless,dimensionless,dimensionless,dimensionless,m,m,db,deg C,deg C,PSU,kg m-3,kg m-3,uS cm-1,deg C,deg C,kg m-3,kg m-3,kg m-3,uS cm-1,umol kg-1,mL L-1,umol kg-1,mL L-1,umol kg-1,umol photon m-2 s-1,umol photon m-2 s-1,m-1,dimensionless,m-1 sr-1,NTU,V,V,V,V,deg C,PSU,uS cm-1,dimensionless,umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],ug L-1
50.2207,-145.092,18/08/2018 13:29,737290.5621,230.5621,RR1813-SE-20180818.1308.001,14,13,7,6.396,6.451,14.0257,14.0248,32.298,1024.1234,24.0948,39051,14.026,14.0248,32.298,1024.1234,24.0947,39051,257.2409,5.7894,252.472,5.8988,257.2409,0.11022,8.4313,0.2198,0.5755,0.000289564,0.1501,0.2378,0.154,1.0834,4.4027,0.0003,-0.0001,0.095292,24420,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5621,230.5621,RR1813-SE-20180818.1308.001,14,14,7,6.103,6.156,14.0256,14.0247,32.2983,1024.1223,24.095,39051,14.0259,14.0247,32.2981,1024.1222,24.0949,39051,257.241,5.778,251.976,5.8988,257.2412,0.10487,8.4313,0.2196,0.5844,0.000283641,0.1482,0.2408,0.1531,1.1514,4.4028,0.0003,-0.0002,0.029856,24454,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5621,230.5621,RR1813-SE-20180818.1308.001,14,15,7,6.998,7.059,14.0256,14.0246,32.298,1024.1262,24.0948,39051,14.0258,14.0246,32.2981,1024.1262,24.0948,39051,257.2414,5.7613,251.246,5.8988,257.2414,0.10909,8.4313,0.2184,0.5781,0.000275744,0.1459,0.2387,0.1519,1.0832,4.4041,0.0002,-0.0001,0.047973,24515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5622,230.5622,RR1813-SE-20180818.1308.001,14,16,7,6.827,6.887,14.0255,14.0246,32.2981,1024.1254,24.0949,39051,14.0258,14.0246,32.298,1024.1254,24.0948,39051,257.2415,5.7774,251.949,5.8988,257.2416,0.10542,8.4313,0.219,0.572,0.000276402,0.146,0.2367,0.152,1.083,4.4035,0.0002,-0.0001,0.044135,24560,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5622,230.5622,RR1813-SE-20180818.1308.001,14,17,7,6.627,6.685,14.0255,14.0246,32.2982,1024.1246,24.0949,39051,14.0257,14.0246,32.298,1024.1245,24.0948,39051,257.2415,5.7797,252.05,5.8988,257.2418,0.10761,8.4313,0.219,0.5926,0.00026324,0.1419,0.2435,0.15,1.13,4.4035,0.0002,-0.0001,0.031616,24602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5622,230.5622,RR1813-SE-20180818.1308.001,14,18,7,6.591,6.648,14.0254,14.0245,32.2981,1024.1244,24.0949,39051,14.0257,14.0245,32.298,1024.1243,24.0948,39051,257.2424,5.7749,251.837,5.8988,257.2425,0.10389,8.4313,0.2189,0.5816,0.000267847,0.1434,0.2399,0.1507,1.0833,4.4037,0.0003,-0.0001,0.1761,24641,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5622,230.5622,RR1813-SE-20180818.1308.001,14,19,7,6.505,6.561,14.0253,14.0244,32.2979,1024.1239,24.0948,39050,14.0256,14.0244,32.298,1024.124,24.0948,39051,257.2431,5.784,252.237,5.8988,257.243,0.1099,8.4313,0.2193,0.5998,0.000279693,0.1471,0.2459,0.1525,1.0832,4.4032,0.0003,-0.0001,0.16735,24681,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5622,230.5622,RR1813-SE-20180818.1308.001,14,20,7,6.719,6.777,14.0257,14.0247,32.2981,1024.1249,24.0948,39051,14.0256,14.0247,32.2981,1024.1249,24.0948,39051,257.2411,5.7831,252.195,5.8988,257.2411,0.10039,8.4313,0.2194,0.6366,0.000300094,0.1531,0.2582,0.1556,1.1507,4.403,0,-0.0001,-0.17322,24720,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5623,230.5623,RR1813-SE-20180818.1308.001,14,21,7,7.235,7.297,14.0263,14.0252,32.2979,1024.127,24.0946,39052,14.0259,14.0253,32.298,1024.127,24.0946,39051,257.2381,5.7703,251.64,5.8987,257.2379,0.10632,8.4313,0.2193,0.5903,0.000291538,0.1506,0.2427,0.1543,1.0835,4.4031,-0.0003,0,-0.32597,24759,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5623,230.5623,RR1813-SE-20180818.1308.001,14,22,7,6.703,6.761,14.0261,14.0252,32.2978,1024.1246,24.0945,39051,14.0259,14.0252,32.2978,1024.1245,24.0945,39051,257.2391,5.7806,252.089,5.8987,257.2391,0.10839,8.4313,0.2193,0.5783,0.000285615,0.1488,0.2388,0.1534,1.0919,4.4032,-0.0002,0.0001,-0.033618,24795,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5623,230.5623,RR1813-SE-20180818.1308.001,14,23,7,5.625,5.674,14.0257,14.0249,32.298,1024.1199,24.0947,39050,14.0258,14.0249,32.298,1024.1199,24.0947,39050,257.2411,5.7858,252.314,5.8988,257.2411,0.10153,8.4313,0.2194,0.5722,0.000275744,0.1458,0.2368,0.1519,1.1403,4.403,0.0001,-0.0001,0.00377,24835,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 13:29,737290.5623,230.5623,RR1813-SE-20180818.1308.001,14,24,7,7.135,7.197,14.0265,14.0255,32.2981,1024.1266,24.0947,39052,14.0267,14.0254,32.2981,1024.1266,24.0947,39052,257.2368,5.7676,251.521,5.8987,257.2368,0.099759,8.4313,0.2191,0.5852,0.000290222,0.1502,0.241,0.1541,1.0835,4.4034,0.0003,-0.0002,0.023121,24898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7458,230.7458,RR1813-SE-20180818.1737.001,15,1,18,17.789,17.944,13.9587,13.9562,32.2949,1024.1861,24.1064,38991,13.9571,13.9562,32.2949,1024.1862,24.1064,38990,257.5981,5.8042,253.112,5.907,257.5981,54.214,1515.5,0.3469,0.4727,0.000254685,0.1394,0.2036,0.1487,1.0837,4.2668,-0.0016,0.0002,-1.2267,14800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.746,230.746,RR1813-SE-20180818.1737.001,15,2,18,18.101,18.258,13.9939,13.9913,32.2975,1024.1823,24.1012,39026,13.9941,13.9913,32.2975,1024.1823,24.1012,39026,257.4087,5.7733,251.768,5.9027,257.4088,63.152,1618.2,0.273,0.452,0.000258633,0.1405,0.1967,0.1493,1.1537,4.3453,0.0003,-0.0003,-0.026346,15240,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7461,230.7461,RR1813-SE-20180818.1737.001,15,3,18,17.852,18.007,13.9916,13.9891,32.2978,1024.1819,24.1019,39024,13.9944,13.9891,32.2978,1024.1819,24.1019,39027,257.42,5.7761,251.888,5.9029,257.4201,65.779,1624.9,0.2644,0.4664,0.000250078,0.1379,0.2014,0.148,1.1514,4.3544,0.0028,-0.0004,2.1438,15291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7461,230.7461,RR1813-SE-20180818.1737.001,15,4,18,18.336,18.496,13.9732,13.9706,32.2992,1024.189,24.1068,39009,13.9693,13.9706,32.2992,1024.1889,24.1068,39006,257.5139,5.7695,251.602,5.9051,257.514,63.989,1633.6,0.2539,0.4585,0.00027706,0.1462,0.1988,0.1521,1.0837,4.3658,-0.0039,-0.0002,-3.8513,15352,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7461,230.7461,RR1813-SE-20180818.1737.001,15,5,18,18.112,18.269,13.9787,13.9762,32.2983,1024.1861,24.105,39013,13.9672,13.9762,32.2984,1024.1862,24.105,39004,257.4866,5.7884,252.426,5.9045,257.4866,64.116,1646.2,0.2449,0.4624,0.000280351,0.1472,0.2001,0.1526,1.0836,4.3755,-0.0115,0.0011,-9.3087,15404,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7462,230.7462,RR1813-SE-20180818.1737.001,15,6,18,17.627,17.78,13.9822,13.9797,32.2987,1024.1835,24.1046,39017,13.9826,13.9797,32.2987,1024.1836,24.1046,39017,257.4675,5.7832,252.199,5.904,257.4675,69.948,1660.2,0.2322,0.4697,0.000259291,0.1408,0.2026,0.1494,1.0837,4.3892,0.0003,-0.0004,-0.11066,15474,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7462,230.7462,RR1813-SE-20180818.1737.001,15,7,18,18.232,18.391,13.9658,13.9633,32.2996,1024.1903,24.1086,39003,13.9628,13.9633,32.2996,1024.1903,24.1086,39000,257.5521,5.7815,252.122,5.906,257.5521,64.478,1669.6,0.2194,0.4553,0.000278376,0.1466,0.1978,0.1523,1.0895,4.4031,-0.003,0.0002,-2.5688,15534,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7462,230.7462,RR1813-SE-20180818.1737.001,15,8,18,17.947,18.104,13.9775,13.975,32.2992,1024.1863,24.1059,39013,13.98,13.975,32.2993,1024.1864,24.106,39015,257.4914,5.7835,252.211,5.9046,257.4914,68.38,1682.2,0.2173,0.4622,0.000250736,0.1383,0.2,0.1481,1.0898,4.4054,0.0025,-0.0005,1.7422,15606,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7462,230.7462,RR1813-SE-20180818.1737.001,15,9,18,18.336,18.496,13.9793,13.9767,32.2987,1024.1873,24.1051,39014,13.9859,13.9767,32.2987,1024.1873,24.1052,39020,257.4828,5.783,252.191,5.9044,257.4828,62.447,1695.4,0.2169,0.4528,0.000267847,0.1435,0.1969,0.1507,1.0839,4.4057,0.0066,-0.0001,5.8358,15668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7463,230.7463,RR1813-SE-20180818.1737.001,15,10,18,17.191,17.341,13.9709,13.9685,32.2996,1024.1846,24.1075,39007,13.9706,13.9685,32.2996,1024.1846,24.1075,39007,257.5256,5.7719,251.705,5.9054,257.5256,67.487,1706.1,0.2159,0.4564,0.000267189,0.1432,0.1981,0.1506,1.0835,4.4068,-0.0003,0,-0.30728,15734,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7463,230.7463,RR1813-SE-20180818.1737.001,15,11,18,18.359,18.519,13.98,13.9774,32.2992,1024.1876,24.1054,39015,13.9792,13.9774,32.2992,1024.1877,24.1054,39015,257.4787,5.7909,252.533,5.9043,257.4787,64.422,1711.5,0.2155,0.4524,0.000288906,0.1498,0.1968,0.1539,1.0836,4.4072,-0.0008,0.0001,-0.6455,15806,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:54,737290.7464,230.7463,RR1813-SE-20180818.1737.001,15,12,18,18.1,18.258,13.9744,13.9718,32.2995,1024.1879,24.1068,39011,13.9757,13.9718,32.2995,1024.1879,24.1068,39012,257.5076,5.7857,252.309,5.905,257.5076,59.869,1707.3,0.2156,0.4743,0.000276402,0.1461,0.2041,0.152,1.1257,4.4072,0.0014,0,1.2576,15869,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7466,230.7466,RR1813-SE-20180818.1737.001,15,13,18,17.992,18.149,13.9306,13.9281,32.302,1024.1983,24.1177,38974,13.9282,13.9281,32.302,1024.1983,24.1177,38970,257.7327,5.7937,252.651,5.9102,257.7328,54.577,1646.6,0.2138,0.4666,0.00027706,0.1461,0.2015,0.1521,1.1047,4.4091,-0.0025,-0.0014,-3.7612,16317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7466,230.7466,RR1813-SE-20180818.1737.001,15,14,18,18.461,18.621,13.936,13.9334,32.3012,1024.1987,24.116,38978,13.9354,13.9334,32.3011,1024.1987,24.1159,38978,257.7061,5.7913,252.548,5.9096,257.7063,52.917,1631.5,0.214,0.4704,0.000319179,0.159,0.2028,0.1585,1.1049,4.4089,-0.0006,0.0003,-0.18608,16365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7466,230.7466,RR1813-SE-20180818.1737.001,15,15,18,17.817,17.973,13.959,13.9565,32.3004,1024.1905,24.1106,38998,13.9571,13.9565,32.3004,1024.1904,24.1106,38996,257.5863,5.8044,253.12,5.9068,257.5864,55.982,1595.8,0.2149,0.4829,0.000269821,0.144,0.207,0.151,1.1535,4.4079,-0.002,0.0001,-1.7255,16440,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7467,230.7467,RR1813-SE-20180818.1737.001,15,16,18,18.351,18.511,13.9644,13.9618,32.3006,1024.1919,24.1097,39003,13.9656,13.9618,32.3006,1024.1919,24.1097,39003,257.5577,5.781,252.101,5.9061,257.5577,54.401,1570.3,0.2159,0.4601,0.000284299,0.1485,0.1994,0.1532,1.0837,4.4068,0.0011,-0.0004,0.57154,16524,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7467,230.7467,RR1813-SE-20180818.1737.001,15,17,18,17.982,18.139,13.9602,13.9577,32.3004,1024.191,24.1104,38999,13.9665,13.9576,32.3004,1024.1909,24.1104,39004,257.5803,5.7828,252.178,5.9066,257.5804,56.203,1562.1,0.2146,0.4747,0.000269821,0.1439,0.2042,0.151,1.1267,4.4082,0.0064,-0.0003,5.4146,16589,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7467,230.7467,RR1813-SE-20180818.1737.001,15,18,18,17.324,17.475,13.964,13.9615,32.3004,1024.1872,24.1096,39002,13.9719,13.9615,32.3004,1024.1872,24.1096,39008,257.5605,5.7889,252.445,5.9062,257.5605,59.804,1564.2,0.2146,0.4668,0.000261266,0.1414,0.2016,0.1497,1.0835,4.4083,0.0079,-0.0009,6.2545,16646,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7467,230.7467,RR1813-SE-20180818.1737.001,15,19,18,18.137,18.295,13.9616,13.959,32.3003,1024.1913,24.11,39000,13.9627,13.959,32.3004,1024.1914,24.1101,39001,257.5732,5.7782,251.98,5.9065,257.573,56.826,1561.9,0.2137,0.4465,0.000278376,0.1466,0.1948,0.1523,1.0835,4.4093,0.0011,-0.0001,0.88651,16698,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7468,230.7468,RR1813-SE-20180818.1737.001,15,20,18,18.345,18.505,13.9602,13.9576,32.3004,1024.1926,24.1104,38999,13.9588,13.9576,32.3005,1024.1927,24.1105,38998,257.5804,5.7886,252.431,5.9066,257.5802,55.398,1568.2,0.2143,0.4521,0.000264556,0.1424,0.1967,0.1502,1.0905,4.4086,-0.0014,-0.0001,-1.3556,16758,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7468,230.7468,RR1813-SE-20180818.1737.001,15,21,18,17.816,17.971,13.9587,13.9562,32.3006,1024.1906,24.1108,38997,13.9589,13.9562,32.3005,1024.1906,24.1108,38998,257.588,5.7839,252.226,5.9068,257.588,58.619,1568.9,0.2149,0.4629,0.000250078,0.138,0.2003,0.148,1.0835,4.4079,0.0003,0,0.19261,16809,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7468,230.7468,RR1813-SE-20180818.1737.001,15,22,18,17.426,17.577,13.9585,13.9561,32.3005,1024.1889,24.1108,38997,13.9592,13.9561,32.3006,1024.1889,24.1108,38997,257.5887,5.7851,252.279,5.9068,257.5887,62.626,1573.7,0.2148,0.4551,0.00025271,0.1389,0.1977,0.1484,1.0836,4.408,0.0007,-0.0003,0.27261,16860,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7469,230.7468,RR1813-SE-20180818.1737.001,15,23,18,18.209,18.368,13.9687,13.9662,32.3001,1024.19,24.1084,39006,13.9713,13.9662,32.3,1024.19,24.1084,39008,257.5359,5.7853,252.29,5.9056,257.536,57.828,1580.9,0.2144,0.451,0.000280351,0.1473,0.1964,0.1526,1.0839,4.4085,0.0025,-0.0003,2.0097,16912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2207,-145.092,18/08/2018 17:55,737290.7469,230.7469,RR1813-SE-20180818.1737.001,15,24,18,18.461,18.622,13.9649,13.9623,32.3002,1024.192,24.1092,39003,13.9599,13.9623,32.3002,1024.192,24.1093,38998,257.5559,5.7873,252.376,5.9061,257.5559,56.009,1593.6,0.2146,0.4725,0.000289564,0.15,0.2035,0.154,1.0839,4.4083,-0.005,-0.0001,-4.7161,16962,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2198,-145.0918,18/08/2018 22:31,737290.9386,230.9386,RR1813-SE-20180818.2147.001,16,1,500,500.008,504.957,3.9418,3.9061,34.0929,1029.4133,27.0741,31966,3.9431,3.9061,34.0929,1029.4133,27.0741,31966,318.2076,0.8554,37.196,7.318,318.2074,0.069432,4316.8,0.0599,0.0169,0.000124381,0.0998,0.0517,0.1289,1.1524,4.5799,0.0013,-0.0017,-0.34357,46276,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2198,-145.0918,18/08/2018 22:31,737290.9387,230.9387,RR1813-SE-20180818.2147.001,16,2,500,501.199,506.161,3.9441,3.9082,34.0922,1029.4181,27.0734,31968,3.9449,3.9082,34.0923,1029.4181,27.0734,31968,318.1914,0.8549,37.174,7.3176,318.1913,0.066745,4316.8,0.0804,0.0163,0.000127013,0.1006,0.0515,0.1293,1.1526,4.557,0.0009,-0.0016,-0.57573,46518,3,2.9,1,108,105.4,1,42.9,41.9,1,-8888,-8888,3,42.9,41.9,1,-9999
50.2198,-145.0918,18/08/2018 22:36,737290.9422,230.9422,RR1813-SE-20180818.2147.001,16,3,330,332.704,335.861,4.3087,4.2845,33.9222,1028.4552,26.8993,32068,4.3094,4.2845,33.9221,1028.4551,26.8992,32067,315.7635,1.5893,69.119,7.2606,315.7639,0.062249,4278.9,0.0616,0.0159,0.000139517,0.1044,0.0513,0.1312,1.083,4.5779,0.0007,-0.0014,-0.56973,53776,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2198,-145.0918,18/08/2018 22:37,737290.9424,230.9424,RR1813-SE-20180818.2147.001,16,4,330,332.109,335.26,4.3091,4.2849,33.9221,1028.4523,26.8991,32068,4.3098,4.2849,33.9223,1028.4524,26.8993,32067,315.7607,1.5913,69.204,7.2605,315.7602,0.064071,4259.3,0.0616,0.0156,0.000187559,0.1191,0.0512,0.1385,1.0829,4.5779,0.0007,-0.0017,-0.81584,54080,2.8,2.8,1,75.6,73.9,1,39.7,38.7,1,0.29,0.28,1,39.4,38.5,1,-9999
50.2198,-145.0918,18/08/2018 22:40,737290.9451,230.9451,RR1813-SE-20180818.2147.001,16,5,200,197.049,198.853,4.5172,4.5028,33.7332,1027.6477,26.7259,32028,4.5186,4.5028,33.733,1027.6476,26.7258,32028,314.6044,3.1433,136.727,7.2327,314.6048,0.087663,4316.8,0.0638,0.0106,0.000146098,0.1064,0.0495,0.1322,1.0814,4.5754,0.0014,-0.0018,-0.24333,59824,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2198,-145.0918,18/08/2018 22:41,737290.9452,230.9452,RR1813-SE-20180818.2147.001,16,6,200,197.953,199.766,4.5083,4.4939,33.7334,1027.6531,26.727,32021,4.5055,4.4939,33.7334,1027.6531,26.727,32018,314.6717,3.1373,136.464,7.2343,314.6717,0.085231,4316.8,0.0632,0.0131,0.000157286,0.1099,0.0504,0.1339,1.0817,4.576,-0.0029,-0.0008,-3.2198,60033,2.3,2.3,1,59.1,57.8,1,32.4,31.7,1,0.2,0.2,1,32.2,31.5,1,-9999
50.2198,-145.0918,18/08/2018 22:43,737290.9468,230.9468,RR1813-SE-20180818.2147.001,16,7,150,145.184,146.495,4.989,4.9779,33.6324,1027.2714,26.5935,32330,4.9919,4.9779,33.6325,1027.2714,26.5936,32334,311.2669,3.895,169.444,7.1551,311.2667,0.33858,4316.8,0.0651,0.0298,0.000152021,0.1083,0.056,0.1331,1.0837,4.5739,0.0029,0.0018,4.0686,63301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.2198,-145.0918,18/08/2018 22:43,737290.9469,230.9469,RR1813-SE-20180818.2147.001,16,8,150,145.427,146.74,4.9899,4.9788,33.638,1027.2768,26.5979,32336,4.9955,4.9788,33.638,1027.2768,26.5979,32342,311.2474,3.8819,168.875,7.1546,311.2475,0.32556,4316.8,0.0656,0.0319,0.000155312,0.1093,0.0566,0.1336,1.0901,4.5734,0.0057,0.0012,5.9775,63507,2.1,2.1,1,49.1,48,1,29.4,28.7,1,0.11,0.11,1,29.3,28.6,1,-9999
50.2198,-145.0918,18/08/2018 22:45,737290.9483,230.9483,RR1813-SE-20180818.2147.001,16,9,110,111.148,112.142,5.4455,5.4367,33.1577,1026.683,26.1648,32299,5.4425,5.4367,33.1576,1026.6829,26.1647,32296,308.954,5.1605,224.59,7.0989,308.9541,1.1497,4155.5,0.0706,0.1002,0.000163867,0.1118,0.0794,0.1349,1.0839,4.5677,-0.003,0.0006,-2.073,66415,1.7,1.7,1,31.1,30.4,1,22,21.5,1,-8888,-8888,3,22,21.5,1,-9999
50.2198,-145.0918,18/08/2018 22:47,737290.9495,230.9495,RR1813-SE-20180818.2147.001,16,10,95,96.733,97.594,5.847,5.8391,32.6712,1026.1827,25.7323,32209,5.8439,5.8392,32.6712,1026.1827,25.7323,32205,307.1078,6.1701,268.643,7.0535,307.1079,2.2072,4223.4,0.0817,0.234,0.000175055,0.1152,0.124,0.1366,1.0818,4.5552,-0.0031,-0.0014,-3.9571,68812,1.5,1.5,1,23.2,22.7,1,17.1,16.7,1,0.17,0.17,1,16.9,16.5,1,0.1736
50.2198,-145.0918,18/08/2018 22:47,737290.9496,230.9496,RR1813-SE-20180818.2147.001,16,11,95,96.58,97.44,5.8432,5.8354,32.672,1026.1831,25.7334,32206,5.8495,5.8354,32.672,1026.1831,25.7334,32207,307.1336,6.1804,269.091,7.0541,307.1336,2.5077,4181.1,0.0816,0.2443,0.000181636,0.117,0.1274,0.1376,1.0816,4.5553,0.0063,-0.0049,1.0566,69035,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
