Lat,Lon,sdate,daten,JulianD,r2r_event,Cast,BottleNo,depth_nominal,depth,pressure,temp1,potTemp1,sal1,density1,sigmaT1,cond1,temp2,potTemp2,sal2,density2,sigmaT2,cond2,oxsat1_umol_perkg,oxconc_mL_perL,oxconc_umol_perkg,oxsat_mL_perL,oxsat2_umol_perkg,PAR,surface_par,beam_cp,Chl_F,beta,turb,Chl_F_raw,beta_raw,particle_conc_raw,beam_cp_raw,tempDiff,salDiff,condDiff,scan,PO4,PO4_kg-1,PO4_Flag,SiO4,SiO4_kg-1,SiO4_Flag,NO2_NO3,NO2_NO3_Kg-1,NO2_NO3 Flag,NO2,NO2_kg-1,NO2_flag,NO3,NO3_kg-1,NO3_flag,CHLA
degrees,degrees,string date,dimensionless,dimensionless,dimensionless,dimensionless,dimensionless,m,m,db,deg C,deg C,PSU,kg m-3,kg m-3,uS cm-1,deg C,deg C,kg m-3,kg m-3,kg m-3,uS cm-1,umol kg-1,mL L-1,umol kg-1,mL L-1,umol kg-1,umol photon m-2 s-1,umol photon m-2 s-1,m-1,dimensionless,m-1 sr-1,NTU,V,V,V,V,deg C,PSU,uS cm-1,dimensionless,umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],umol L-1,umol kg-1,[1 = good; 2= subjectively bad; 3=below detection limit; 9=not collected],ug L-1
50.0945,-145.0483,14/08/2018 04:45,737286.1985,226.1985,RR1813-SE-20180814.0350.001,1,1,500,504.487,509.48,3.9004,3.8645,34.111,1029.4533,27.0928,31947,3.9003,3.8645,34.1111,1029.4533,27.0928,31947,318.488,0.8863,38.537,7.3246,318.4879,0.060765,-0.0677,-0.0336,25.294,-9999,-9999,0.0451,-9999,1.1442,4.5727,-0.0001,-0.0002,-0.30882,18774,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:46,737286.1988,226.1988,RR1813-SE-20180814.0350.001,1,2,500,503.616,508.599,3.9003,3.8644,34.11,1029.4484,27.092,31946,3.9001,3.8644,34.1099,1029.4483,27.0919,31945,318.4917,0.8868,38.56,7.3247,318.4918,0.056658,-0.0519,-0.0331,25.294,-9999,-9999,0.0531,-9999,1.0835,4.5722,-0.0002,-0.0003,-0.38447,19359,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:46,737286.199,226.199,RR1813-SE-20180814.0350.001,1,3,500,504.204,509.195,3.9002,3.8643,34.1101,1029.4512,27.0921,31946,3.9002,3.8643,34.1103,1029.4513,27.0922,31946,318.4921,0.8834,38.41,7.3247,318.4918,0.060535,-0.0669,-0.0327,25.294,-9999,-9999,0.0456,-9999,1.0836,4.5716,0,-0.0003,-0.23903,19873,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:46,737286.1992,226.1992,RR1813-SE-20180814.0350.001,1,4,500,503.988,508.975,3.9008,3.8649,34.1105,1029.4505,27.0923,31947,3.9005,3.8649,34.1104,1029.4504,27.0922,31947,318.4867,0.883,38.395,7.3246,318.4869,0.063136,-0.0652,-0.0334,25.294,-9999,-9999,0.0464,-9999,1.1432,4.5725,-0.0003,-0.0001,-0.31856,20238,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:47,737286.1994,226.1994,RR1813-SE-20180814.0350.001,1,5,500,504.023,509.011,3.9004,3.8645,34.1104,1029.4506,27.0923,31946,3.9005,3.8645,34.1104,1029.4506,27.0923,31946,318.4899,0.8835,38.416,7.3246,318.4898,0.062038,-0.0321,-0.0335,21.078,-9999,-9999,0.0629,-9999,1.1546,4.5726,0.0001,-0.0004,-0.19235,20647,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:47,737286.1996,226.1996,RR1813-SE-20180814.0350.001,1,6,500,503.493,508.475,3.9005,3.8647,34.1106,1029.4483,27.0924,31947,3.9004,3.8647,34.1106,1029.4483,27.0924,31946,318.4884,0.8833,38.409,7.3246,318.4885,0.063831,-0.0472,-0.0335,21.078,-9999,-9999,0.0554,-9999,1.0836,4.5726,-0.0001,-0.0004,-0.42595,20994,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:47,737286.1997,226.1997,RR1813-SE-20180814.0350.001,1,7,500,503.988,508.976,3.9008,3.8649,34.1106,1029.4505,27.0924,31947,3.9005,3.8649,34.1106,1029.4505,27.0924,31947,318.4865,0.8835,38.415,7.3246,318.4866,0.060948,-0.0649,-0.0336,21.078,-9999,-9999,0.0465,-9999,1.0837,4.5727,-0.0003,0,-0.24079,21355,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:47,737286.1999,226.1999,RR1813-SE-20180814.0350.001,1,8,500,502.997,507.974,3.9005,3.8647,34.111,1029.4462,27.0927,31947,3.9007,3.8647,34.1109,1029.4462,27.0926,31946,318.4875,0.8832,38.402,7.3246,318.4878,0.064227,-0.0383,-0.0335,21.078,-9999,-9999,0.0599,-9999,1.1507,4.5726,0.0002,-0.0005,-0.31415,21707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:48,737286.2001,226.2001,RR1813-SE-20180814.0350.001,1,9,500,505.604,510.609,3.9001,3.8641,34.1115,1029.4589,27.0932,31948,3.8997,3.8641,34.1114,1029.4588,27.0931,31947,318.4891,0.8833,38.406,7.3246,318.4896,0.058906,-0.0535,-0.0335,21.078,-9999,-9999,0.0523,-9999,1.0835,4.5726,-0.0004,-0.0001,-0.46209,22057,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:53,737286.204,226.204,RR1813-SE-20180814.0350.001,1,10,330,333.349,336.508,4.236,4.212,33.9302,1028.4727,26.9132,32012,4.236,4.212,33.9301,1028.4727,26.9132,32011,316.305,1.5621,67.935,7.2731,316.3051,0.057963,-0.0506,-0.0306,21.078,-9999,-9999,0.0537,-9999,1.0836,4.5692,-0.0001,-0.0007,-0.67382,30115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:53,737286.2041,226.2041,RR1813-SE-20180814.0350.001,1,11,330,334.129,337.296,4.2383,4.2141,33.9307,1028.4766,26.9134,32014,4.239,4.2141,33.9308,1028.4766,26.9135,32014,316.2863,1.5614,67.907,7.2727,316.2862,0.06093,-0.0518,-0.0305,21.078,-9999,-9999,0.0531,-9999,1.1202,4.5692,0.0007,-0.0006,0.10664,30444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:54,737286.2043,226.2043,RR1813-SE-20180814.0350.001,1,12,330,334.541,337.713,4.2414,4.2172,33.9311,1028.4785,26.9134,32018,4.2427,4.2172,33.9311,1028.4784,26.9134,32018,316.2615,1.5625,67.952,7.2721,316.2617,0.059252,-0.0505,-0.0278,16.863,-9999,-9999,0.0537,-9999,1.0838,4.566,0.0014,-0.0002,1.0402,30816,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:54,737286.2044,226.2044,RR1813-SE-20180814.0350.001,1,13,330,333.787,336.951,4.2372,4.2131,33.9303,1028.4748,26.9132,32013,4.2368,4.2131,33.9303,1028.4748,26.9132,32012,316.2954,1.5637,68.002,7.2729,316.2953,0.059971,-0.0507,-0.0306,16.863,-9999,-9999,0.0537,-9999,1.0839,4.5693,-0.0004,-0.0009,-1.1343,31126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:59,737286.2078,226.2078,RR1813-SE-20180814.0350.001,1,14,200,199.248,201.071,4.6429,4.6281,33.748,1027.6554,26.724,32152,4.643,4.6281,33.748,1027.6555,26.7241,32151,313.6126,3.2768,142.534,7.2099,313.6125,0.057901,-0.0549,-0.0282,12.647,-9999,-9999,0.0516,-9999,1.0817,4.5665,0.0002,-0.0009,-0.6599,38082,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:59,737286.208,226.208,RR1813-SE-20180814.0350.001,1,15,200,198.54,200.356,4.6453,4.6305,33.7474,1027.6514,26.7233,32153,4.646,4.6306,33.7474,1027.6514,26.7233,32153,313.5958,3.2639,141.972,7.2095,313.5957,0.060026,-0.0554,-0.0284,12.647,-9999,-9999,0.0513,-9999,1.1301,4.5667,0.0007,-0.0009,-0.095649,38426,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:59,737286.2082,226.2082,RR1813-SE-20180814.0350.001,1,16,200,197.369,199.174,4.6463,4.6316,33.7478,1027.6461,26.7235,32154,4.645,4.6316,33.7478,1027.6461,26.7235,32152,313.5872,3.2869,142.973,7.2093,313.5872,0.059149,-0.0559,-0.0276,12.647,-9999,-9999,0.0511,-9999,1.0832,4.5658,-0.0012,-0.0007,-1.7215,38844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 04:59,737286.2083,226.2083,RR1813-SE-20180814.0350.001,1,17,200,197.484,199.289,4.6535,4.6388,33.7476,1027.6456,26.7225,32160,4.6562,4.6389,33.7476,1027.6457,26.7226,32161,313.5329,3.2866,142.958,7.208,313.5327,0.057967,-0.0534,-0.028,12.647,-9999,-9999,0.0523,-9999,1.0835,4.5662,0.0027,-0.001,1.4693,39167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:00,737286.2085,226.2085,RR1813-SE-20180814.0350.001,1,18,200,197.334,199.138,4.6503,4.6357,33.748,1027.6456,26.7232,32157,4.6525,4.6357,33.7478,1027.6455,26.7231,32158,313.5558,3.2943,143.295,7.2086,313.5561,0.059205,-0.0553,-0.0276,12.647,-9999,-9999,0.0514,-9999,1.088,4.5658,0.0021,-0.0009,1.1178,39466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:00,737286.2086,226.2086,RR1813-SE-20180814.0350.001,1,19,200,197.954,199.764,4.644,4.6293,33.7479,1027.6492,26.7239,32152,4.6466,4.6294,33.748,1027.6493,26.7239,32154,313.604,3.2886,143.046,7.2097,313.6039,0.059203,-0.053,-0.0274,12.647,-9999,-9999,0.0525,-9999,1.1526,4.5655,0.0026,-0.0007,1.6275,39752,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:00,737286.2087,226.2087,RR1813-SE-20180814.0350.001,1,20,200,199.881,201.709,4.6416,4.6268,33.7487,1027.6591,26.7248,32151,4.6421,4.6268,33.7486,1027.659,26.7246,32151,313.6202,3.2875,142.996,7.2101,313.6205,0.05705,-0.0511,-0.0277,12.647,-9999,-9999,0.0534,-9999,1.0815,4.566,0.0004,-0.0003,0.087855,40045,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:03,737286.2108,226.2108,RR1813-SE-20180814.0350.001,1,21,150,148.136,149.473,4.9715,4.9602,33.6128,1027.2717,26.58,32299,4.9711,4.9602,33.6129,1027.2717,26.5801,32298,311.4429,4.0544,176.38,7.159,311.4429,0.057039,-0.0414,-0.0261,12.647,-9999,-9999,0.0583,-9999,1.0839,4.564,-0.0003,-0.0016,-1.6518,44264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:03,737286.2109,226.2109,RR1813-SE-20180814.0350.001,1,22,150,148.422,149.761,4.9602,4.9489,33.6052,1027.2683,26.5752,32283,4.9603,4.9489,33.6052,1027.2683,26.5752,32282,311.5454,4.0713,177.116,7.1613,311.5454,0.058709,-0.0427,-0.0256,12.647,-9999,-9999,0.0577,-9999,1.0816,4.5635,0.0001,-0.0014,-1.1105,44609,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:03,737286.2111,226.2111,RR1813-SE-20180814.0350.001,1,23,150,148.96,150.304,4.9705,4.9592,33.6115,1027.2746,26.5791,32298,4.9725,4.9592,33.6116,1027.2747,26.5792,32300,311.453,4.0659,176.88,7.1592,311.4529,0.060995,-0.0431,-0.0259,12.647,-9999,-9999,0.0574,-9999,1.0825,4.5639,0.002,0.0004,2.1281,44921,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.0945,-145.0483,14/08/2018 05:04,737286.2112,226.2112,RR1813-SE-20180814.0350.001,1,24,150,148.303,149.641,4.9542,4.9429,33.5954,1027.2607,26.5682,32269,4.9549,4.9429,33.5955,1027.2607,26.5682,32270,311.6128,4.0733,177.204,7.1628,311.6128,0.057299,-0.0418,-0.0253,12.647,-9999,-9999,0.0581,-9999,1.0827,4.5632,0.0008,0.0001,0.81511,45206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.9857,227.9857,RR1813-SE-20180815.2318.001,5,1,15,15.461,15.596,13.9925,13.9903,32.3149,1024.1842,24.1149,39043,13.993,13.9903,32.3149,1024.1841,24.1149,39043,257.3846,5.9142,257.908,5.9022,257.3847,44.542,755.98,0.0861,0.3615,-9999,-9999,0.1665,-9999,1.0826,4.4362,0.0005,-0.0001,0.32415,39779,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.986,227.986,RR1813-SE-20180815.2318.001,5,2,15,15.6,15.735,13.9931,13.9909,32.3158,1024.1854,24.1155,39044,13.9937,13.9909,32.3157,1024.1853,24.1154,39045,257.38,5.9219,258.243,5.9021,257.3802,41.543,723.28,0.0871,0.3851,-9999,-9999,0.1744,-9999,1.0834,4.4351,0.0006,-0.0001,0.4449,40389,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.986,227.986,RR1813-SE-20180815.2318.001,5,3,15,15.414,15.548,13.9937,13.9915,32.3158,1024.1844,24.1153,39045,13.994,13.9915,32.3156,1024.1842,24.1152,39045,257.3769,5.9226,258.274,5.902,257.3773,43.145,722.98,0.0872,0.3791,-9999,-9999,0.1723,-9999,1.0836,4.435,0.0003,0,0.2978,40430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.986,227.986,RR1813-SE-20180815.2318.001,5,4,15,15.351,15.484,13.9934,13.9912,32.3157,1024.1841,24.1153,39044,13.9934,13.9912,32.3157,1024.1841,24.1153,39044,257.3787,5.9205,258.185,5.9021,257.3787,45.177,722.94,0.0871,0.3651,-9999,-9999,0.1677,-9999,1.1551,4.4352,0,-0.0001,-0.11722,40466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.986,227.986,RR1813-SE-20180815.2318.001,5,5,15,15.55,15.685,13.9932,13.991,32.3158,1024.1851,24.1155,39044,13.9931,13.991,32.3158,1024.1851,24.1154,39044,257.3797,5.9225,258.273,5.9021,257.3799,45.464,722.94,0.0878,0.3698,-9999,-9999,0.1692,-9999,1.1534,4.4343,0,0,-0.078691,40515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.9861,227.986,RR1813-SE-20180815.2318.001,5,6,15,15.773,15.911,13.9934,13.9912,32.316,1024.1862,24.1155,39045,13.9936,13.9912,32.3158,1024.1861,24.1154,39045,257.378,5.9269,258.465,5.902,257.3782,45.181,722.89,0.0945,0.3817,-9999,-9999,0.1732,-9999,1.0837,4.4269,0.0002,-0.0001,0.081428,40550,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:39,737287.9861,227.9861,RR1813-SE-20180815.2318.001,5,7,15,15.87,16.008,13.9933,13.991,32.3159,1024.1866,24.1155,39045,13.9937,13.991,32.3158,1024.1865,24.1154,39045,257.379,5.9232,258.303,5.9021,257.3791,44.441,722.89,0.0951,0.3869,-9999,-9999,0.1749,-9999,1.0838,4.4262,0.0004,-0.0001,0.20215,40582,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9861,227.9861,RR1813-SE-20180815.2318.001,5,8,15,15.296,15.429,13.9907,13.9885,32.3156,1024.1843,24.1158,39042,13.9921,13.9885,32.3156,1024.1843,24.1158,39043,257.3932,5.9203,258.173,5.9024,257.3931,46.489,722.98,0.0883,0.3741,-9999,-9999,0.1707,-9999,1.0838,4.4338,0.0014,0,1.2295,40672,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9861,227.9861,RR1813-SE-20180815.2318.001,5,9,15,15.05,15.181,13.9893,13.9872,32.3157,1024.1836,24.1162,39041,13.9912,13.9872,32.3157,1024.1836,24.1162,39042,257.4,5.9167,258.02,5.9025,257.3999,48.438,722.94,0.0886,0.377,-9999,-9999,0.1717,-9999,1.0838,4.4335,0.0018,-0.0001,1.5752,40718,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9862,227.9861,RR1813-SE-20180815.2318.001,5,10,15,15.63,15.766,13.9922,13.99,32.3158,1024.1857,24.1157,39044,13.9929,13.99,32.3159,1024.1857,24.1157,39044,257.3848,5.9216,258.231,5.9022,257.3846,46.524,724.27,0.0883,0.3614,-9999,-9999,0.1665,-9999,1.0891,4.4338,0.0007,-0.0001,0.54702,40760,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9862,227.9862,RR1813-SE-20180815.2318.001,5,11,15,15.848,15.985,13.9925,13.9902,32.3159,1024.1867,24.1157,39044,13.9929,13.9902,32.316,1024.1867,24.1157,39044,257.3831,5.9167,258.017,5.9021,257.383,46.003,725.13,0.0881,0.3602,-9999,-9999,0.1661,-9999,1.0837,4.434,0.0004,-0.0001,0.30809,40796,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9864,227.9864,RR1813-SE-20180815.2318.001,5,12,15,15.567,15.702,13.9918,13.9896,32.3164,1024.1859,24.1162,39044,13.9918,13.9896,32.3163,1024.1858,24.1161,39044,257.3857,5.9198,258.153,5.9022,257.3861,50.24,748.27,0.0888,0.3785,-9999,-9999,0.1722,-9999,1.1549,4.4332,0.0001,0,-0.008909,41282,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9864,227.9864,RR1813-SE-20180815.2318.001,5,13,15,15.411,15.545,13.9916,13.9894,32.3164,1024.1853,24.1162,39044,13.9918,13.9894,32.3163,1024.1851,24.1161,39044,257.3869,5.915,257.944,5.9023,257.3871,50.978,751.28,0.0883,0.3797,-9999,-9999,0.1726,-9999,1.0838,4.4338,0.0002,0,0.19373,41318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9864,227.9864,RR1813-SE-20180815.2318.001,5,14,15,15.32,15.453,13.9916,13.9895,32.3164,1024.1849,24.1162,39044,13.9918,13.9895,32.3163,1024.1847,24.1161,39044,257.3866,5.9207,258.194,5.9022,257.3869,51.504,754.13,0.0884,0.3841,-9999,-9999,0.174,-9999,1.0837,4.4337,0.0002,0,0.18951,41350,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9864,RR1813-SE-20180815.2318.001,5,15,15,15.411,15.545,13.9915,13.9893,32.3163,1024.1852,24.1162,39043,13.9914,13.9893,32.3163,1024.1852,24.1161,39043,257.3879,5.9239,258.33,5.9023,257.3878,51.699,757.1,0.0887,0.3956,-9999,-9999,0.1779,-9999,1.112,4.4333,0,0,0.033871,41383,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9865,RR1813-SE-20180815.2318.001,5,16,15,15.639,15.775,13.9917,13.9895,32.3165,1024.1864,24.1163,39044,13.9917,13.9895,32.3163,1024.1862,24.1161,39044,257.3859,5.9207,258.193,5.9022,257.3863,51.163,760.02,0.0894,0.4199,-9999,-9999,0.186,-9999,1.0829,4.4326,0,0,-0.000548,41417,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9865,RR1813-SE-20180815.2318.001,5,17,15,15.801,15.939,13.9916,13.9894,32.3166,1024.1871,24.1164,39044,13.9918,13.9894,32.3163,1024.187,24.1162,39044,257.3864,5.918,258.073,5.9022,257.3868,50.703,763.07,0.0891,0.3823,-9999,-9999,0.1735,-9999,1.1514,4.4329,0.0002,0,0.12779,41452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9865,RR1813-SE-20180815.2318.001,5,18,15,15.77,15.907,13.9918,13.9895,32.3165,1024.187,24.1163,39044,13.9919,13.9895,32.3163,1024.1868,24.1161,39044,257.3858,5.9154,257.963,5.9022,257.3862,50.074,766.73,0.0894,0.3774,-9999,-9999,0.1718,-9999,1.0824,4.4325,0.0001,0,0.095112,41493,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9865,RR1813-SE-20180815.2318.001,5,19,15,15.632,15.768,13.9917,13.9895,32.3165,1024.1863,24.1163,39044,13.9924,13.9895,32.3163,1024.1862,24.1161,39044,257.3862,5.9242,258.345,5.9022,257.3865,50.276,769.87,0.0886,0.3825,-9999,-9999,0.1735,-9999,1.0819,4.4335,0.0007,-0.0002,0.49031,41529,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9865,227.9865,RR1813-SE-20180815.2318.001,5,20,15,15.407,15.541,13.9924,13.9902,32.3161,1024.1848,24.1158,39044,13.9932,13.9902,32.316,1024.1848,24.1158,39045,257.3832,5.9211,258.208,5.9022,257.3833,51.116,773.05,0.0885,0.3901,-9999,-9999,0.1761,-9999,1.0823,4.4336,0.0008,0,0.70288,41566,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9866,227.9866,RR1813-SE-20180815.2318.001,5,21,15,15.344,15.478,13.9928,13.9906,32.3159,1024.1843,24.1156,39044,13.9933,13.9906,32.3159,1024.1844,24.1156,39045,257.3818,5.9166,258.014,5.9021,257.3817,51.854,776.28,0.088,0.3782,-9999,-9999,0.1721,-9999,1.0814,4.4342,0.0006,-0.0001,0.44206,41603,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9866,227.9866,RR1813-SE-20180815.2318.001,5,22,15,15.461,15.595,13.9931,13.9909,32.3158,1024.1848,24.1155,39044,13.993,13.9909,32.3159,1024.1848,24.1155,39044,257.3802,5.9166,258.015,5.9021,257.3801,52.473,779.55,0.0883,0.3745,-9999,-9999,0.1708,-9999,1.1224,4.4338,0,0,-0.021982,41639,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9866,227.9866,RR1813-SE-20180815.2318.001,5,23,15,15.495,15.629,13.9934,13.9912,32.3158,1024.1848,24.1154,39044,13.9935,13.9912,32.3158,1024.1848,24.1154,39045,257.3788,5.9199,258.156,5.9021,257.3786,52.509,782,0.0901,0.3705,-9999,-9999,0.1695,-9999,1.0817,4.4318,0.0001,0,0.13324,41684,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50.1067,-145.071,15/08/2018 23:40,737287.9866,227.9866,RR1813-SE-20180815.2318.001,5,24,15,15.772,15.909,13.9935,13.9913,32.316,1024.1862,24.1155,39045,13.9936,13.9913,32.3159,1024.1861,24.1154,39045,257.3775,5.9178,258.066,5.902,257.3776,51.429,786.68,0.0887,0.364,-9999,-9999,0.1673,-9999,1.0819,4.4333,0.0001,0.0001,0.14159,41744,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
