compound_name,,,FA_1_name,FA_2_name,FA_1,FA_2,notes,EXPORTS_ms2,EXPORTS_DHA_Frag,EXPORTS_EPA_Frag,Keep,,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,POM,Trap,QE007188.mzXML,QE007189.mzXML,QE007190.mzXML,QE007191.mzXML,QE007192.mzXML,QE007193.mzXML,QE007194.mzXML,QE007195.mzXML,QE007197.mzXML,QE007198.mzXML,QE007199.mzXML,QE007200.mzXML,QE007201.mzXML,QE007202.mzXML,QE007203.mzXML,QE007204.mzXML,QE007206.mzXML,QE007207.mzXML,QE007208.mzXML,QE007209.mzXML,QE007210.mzXML,QE007211.mzXML,QE007212.mzXML,QE007214.mzXML,QE007215.mzXML,QE007216.mzXML,QE007217.mzXML,QE007218.mzXML,QE007219.mzXML,QE007220.mzXML,QE007221.mzXML,QE007223.mzXML,QE007224.mzXML,QE007225.mzXML,QE007226.mzXML,QE007227.mzXML,QE007228.mzXML,QE007229.mzXML,QE007230.mzXML,QE007232.mzXML,QE007233.mzXML,QE007234.mzXML,QE007235.mzXML,QE007236.mzXML,QE007237.mzXML,QE007238.mzXML,QE007239.mzXML,QE007241.mzXML,QE007243.mzXML,QE007244.mzXML,QE007245.mzXML,QE007246.mzXML,QE007247.mzXML,QE007248.mzXML,QE007250.mzXML,QE007251.mzXML,QE007252.mzXML,QE007253.mzXML,QE007254.mzXML,QE007255.mzXML,QE007256.mzXML,QE007257.mzXML,QE007259.mzXML,QE007260.mzXML,QE007261.mzXML,QE007262.mzXML,QE007263.mzXML,QE007264.mzXML,QE007265.mzXML,QE007266.mzXML,QE007268.mzXML,QE007269.mzXML,QE007270.mzXML,QE007270_20190417095306.mzXML,QE007271.mzXML,QE007272.mzXML,QE007273.mzXML,QE007274.mzXML,QE007276.mzXML,QE007277.mzXML,QE007278.mzXML,QE007279.mzXML,QE007280.mzXML,QE007281.mzXML,QE007282.mzXML,QE007283.mzXML,QE007285.mzXML,QE007286.mzXML,QE007287.mzXML,QE007288.mzXML,QE007289.mzXML,QE007290.mzXML,QE007291.mzXML,QE007292.mzXML,QE007294.mzXML,QE007295.mzXML,QE007296.mzXML,QE007297.mzXML,QE007298.mzXML,QE007299.mzXML,QE007300.mzXML,QE007301.mzXML,QE007303.mzXML,QE007304.mzXML,QE007305.mzXML,QE007306.mzXML,QE007307.mzXML,QE007308.mzXML,QE007309.mzXML,QE007310.mzXML,QE007312.mzXML,QE007313.mzXML,QE007314.mzXML,QE007315.mzXML,QE007316.mzXML,QE007317.mzXML,QE007318.mzXML,QE007319.mzXML,QE007321.mzXML,QE007322.mzXML,QE007323.mzXML,QE007324.mzXML,QE007325.mzXML,QE007326.mzXML,QE007327.mzXML,QE007328.mzXML,QE007330.mzXML,QE007331.mzXML,QE007332.mzXML,QE007333.mzXML,QE007334.mzXML,QE007335.mzXML,QE007336.mzXML,QE007337.mzXML,QE007339.mzXML,QE007340.mzXML,QE007341.mzXML,QE007342.mzXML,QE007343.mzXML,QE007344.mzXML,QE007345.mzXML,QE007346.mzXML,QE007348.mzXML,QE007349.mzXML,QE007350.mzXML,QE007351.mzXML,QE007354.mzXML,QE007355.mzXML,QE007356.mzXML,QE007357.mzXML,QE007359.mzXML,QE007360.mzXML,QE007361.mzXML,QE007362.mzXML,QE007363.mzXML,QE007364.mzXML,QE007365.mzXML,QE007366.mzXML,QE007368.mzXML,QE007369.mzXML,QE007370.mzXML,QE007371.mzXML,QE007372.mzXML,QE007373.mzXML,QE007374.mzXML,QE007375.mzXML,QE007377.mzXML,QE007378.mzXML,QE007379.mzXML,QE007380.mzXML,QE007381.mzXML,QE007382.mzXML,QE007383.mzXML,QE007384.mzXML,QE007386.mzXML,QE007387.mzXML,QE007392.mzXML,QE007393.mzXML,QE007394.mzXML,QE007395.mzXML,QE007396.mzXML,QE007397.mzXML,QE007399.mzXML,QE007400.mzXML,QE007401.mzXML,QE007402.mzXML,QE007403.mzXML,QE007404.mzXML,QE007405.mzXML,QE007406.mzXML,QE007408.mzXML,QE007409.mzXML,QE007410.mzXML,QE007411.mzXML,QE007412.mzXML,QE007413.mzXML,QE007414.mzXML,QE007415.mzXML,QE007417.mzXML,QE007418.mzXML,QE007419.mzXML,QE007420.mzXML,QE007421.mzXML,QE007422.mzXML,QE007423.mzXML,QE007424.mzXML,QE007426.mzXML,QE007427.mzXML,QE007428.mzXML,QE007429.mzXML,QE007430.mzXML,QE007431.mzXML,QE007432.mzXML,QE007433.mzXML,QE007435.mzXML,QE007436.mzXML,QE007437.mzXML,QE007438.mzXML,QE007439.mzXML,QE007440.mzXML,QE007441.mzXML,QE007442.mzXML,QE007444.mzXML,QE007445.mzXML,QE007446.mzXML,QE007447.mzXML,QE007448.mzXML,QE007449.mzXML,QE007450.mzXML,QE007451.mzXML,QE007453.mzXML,QE007454.mzXML,QE007455.mzXML,QE007456.mzXML,QE007457.mzXML,QE007458.mzXML,QE007459.mzXML,QE007460.mzXML,QE007462.mzXML,QE007463.mzXML,QE007464.mzXML,QE007465.mzXML,QE007466.mzXML,QE007467.mzXML,QE007468.mzXML,QE007469.mzXML,QE007471.mzXML,QE007472.mzXML,QE007473.mzXML,QE007474.mzXML,QE007475.mzXML,QE007476.mzXML,QE007477.mzXML,QE007478.mzXML,QE007480.mzXML,QE007481.mzXML,QE007482.mzXML,QE007483.mzXML,QE007484.mzXML,QE007485.mzXML,QE007486.mzXML,QE007487.mzXML,QE007489.mzXML,QE007490.mzXML,QE007491.mzXML,QE007492.mzXML,QE007493.mzXML,QE007494.mzXML,QE007495.mzXML,QE007496.mzXML,QE007498.mzXML,QE007499.mzXML,QE007500.mzXML,QE007501.mzXML,QE007502.mzXML,QE007503.mzXML,QE007504.mzXML,QE007505.mzXML,QE007507.mzXML,QE007508.mzXML,QE007509.mzXML,QE007510.mzXML,QE007511.mzXML,QE007512.mzXML,QE007513.mzXML,QE007514.mzXML,QE007516.mzXML,QE007517.mzXML,QE007518.mzXML,QE007519.mzXML,QE007520.mzXML,QE007521.mzXML,QE007522.mzXML,QE007524.mzXML,QE007525.mzXML,QE007526.mzXML,QE007527.mzXML,QE007528.mzXML,QE007529.mzXML,QE007530.mzXML,QE007531.mzXML,QE007536.mzXML,QE007537.mzXML,QE007538.mzXML,QE007539.mzXML,QE007540.mzXML,QE007541.mzXML,QE007542.mzXML,QE007543.mzXML,QE007545.mzXML,QE007546.mzXML,QE007547.mzXML,QE007548.mzXML,QE007549.mzXML,QE007550.mzXML,QE007551.mzXML,QE007552.mzXML,QE007554.mzXML,QE007555.mzXML,QE007556.mzXML,QE007557.mzXML,QE007558.mzXML,QE007559.mzXML,QE007560.mzXML,QE007561.mzXML,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,ECN,,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,DNPPE_Factor,Flag,DBase_DNPPE_RF,lpSolve,code,,
DGTS_DGTA 44:12,,15286434420,,,,,,QE007194,,,Yes,738,738,DGTS_DGTA 44:12,C54H81N1O7,856.6085811,856.6089543,-0.435690301,853.1036007,856.607673,856.6095824,846.2796457,862.0452242,271,21,0,646923.2933,5129334.842,9623075.962,24209577.7,49635261.44,61089588.28,113713418,155776311.4,152075241.3,201540272.9,252434511.6,81730.07768,737687.4937,3715406.549,8566992.051,12723236.1,30718254.09,57360751.76,118055203.2,66900307.79,75364041.02,115942752.1,178994703.1,30106.99559,182775.5828,1922268.959,6866885.653,14049099.06,15702527.76,20540077.08,38700205.45,81879386.45,159814790.6,75740994.41,76303402.24,131868.2303,0,2648738.105,6135896.681,7402013.083,13602531.94,24785878.67,52013050.15,64275538.6,126890364.2,72055528.41,97411210.08,20639.52343,87294.62878,2754571.304,5315636.261,10195433.96,13150281.5,32922696.05,38643008.76,107459062.1,107058296,73911702.78,79274100.16,1445642.759,1497185.735,2336831.198,5553931.416,11335237.01,12277749.04,29820924.14,37370280.92,82535898.32,177072146.8,0,99267339.62,103362272,0,22390.48245,269787.4867,3656730.417,8889914.743,53016523.33,50441117.71,66559819.21,82215586.17,128194013.6,123248306.2,4435986.281,27152935.34,98083214.41,119861996.6,57574.9371,261608.4474,9960050.745,121867121.6,117330408.9,123660419.2,39777.84724,256767.9975,2445287.086,9684260.752,15067505.33,18994802.45,33700877.62,87390044.01,72378454.36,101222280.9,151641906.7,170263397.5,264707.5921,686393.5865,2571764.257,6933421.679,11597303.43,26770271.53,52025229.87,102031353.8,103237828.7,107256129.9,86693018.11,136888806.2,30634.04191,413085.216,3710788.221,8926055.536,18782124.67,36156657.16,62066688.75,119110191.5,145593.6322,464530.3065,3283098.8,6130966.118,11383671.34,16787551.48,37246076.26,49261452.62,86263386.1,132054957.9,83471553.47,130085826.8,118247250.6,143473481.2,102446213.9,108547899.6,188040.565,281635.155,902538.8256,8459348.256,16011840.15,16641192.47,33975971.93,94959135.79,80770482.84,129549039.1,82353155.53,115567439,0,289588.2447,2373397.58,0,0,0,0,0,0,0,0,0,7555623.085,500470.4003,17326447.15,119561977,96999273.38,125841899.1,110410337.3,143679785.3,25582.74921,490613.7262,3328017.058,6149535.894,67055.40341,25252696.19,63519234.77,78799509.03,77409966.62,73583044.07,104582012.7,99495708.58,358680.4433,1987093.919,9640594.875,24582643.51,24982536.63,45636263.25,161268231.8,115985030.7,207445084.4,108469586.7,144533091,2355671.824,8970031.049,14180096.16,12368744.97,41046905.86,75909875.64,65964714,102967966.5,116217659.7,109868545,468643.1516,245528.5036,243681.2487,613492.0917,2209093.88,5507006.28,10272523.16,17414599,84051368.98,125193553.2,122703834.9,118336012,100838022.1,125571179,62542.98996,325920.21,3604932.309,8412246.7,16217144.32,21108661.8,37711581.57,74426995.26,197332628.5,232793719.8,123463925.9,143838109.4,161529.9179,594295.8303,3726933.688,7656900.837,320640.7451,0,3146558.521,7834861.119,10867650.04,17612898.82,38198362.62,94704081.83,110714238.2,164137145.6,97341123.03,129230412.3,165356.3961,357429.9732,2715383.538,9193292.384,8892403.642,13445454.78,24265499.95,54782689.75,87995872.28,139793285.3,92124478.6,122516638.3,426672.8198,873398.7844,16881902.97,23624175.27,52025391.93,59551059.19,143622598,152803063.6,127789178.4,163507960.4,0,0,2117676.428,6960274.736,17061776.31,16119597.21,37771351.68,76953342.28,176752340.6,89735482.16,81516620.47,92299956.07,2957695.897,3358224.905,828063.7633,251096.7185,650624.3828,2572917.125,6590451.795,9704008.474,12142430.7,21891100.19,33861542.7,92159960.56,135473538,107491933.7,127658543.1,10603325.31,2411774.514,8704465.504,15121182.26,1632827.63,17680947.91,34422036.08,54999542.26,31966578.78,20911244.91,26705315.34,47122.20764,24117108.5,10173739.32,0,152178018.4,54101050.17,149145053.1,18717753.67,14270591.01,18597960.42,62689192.42,72444478.31,30378069.57,3358237.961,36054527.89,53151374.37,12169,34,58819,855.6013046,IP_DAG,DGTS_DGTA,[M+H]+,44,12,,,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,738,,,,,,,,,
PE 37:6,0.9188064,665886762,15_0,22_6,241.22,327.23,no NL is positive but the correct FA fragments dom in negative with a 15 FA,QE007543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 38:7,0.877498495,997149231,16_1,22_6,253.22,327.23,141 NL in pos,QE007561,TRUE,,Yes,1251,1251,PE 38:7,C43H72N1O8P1,762.5068318,762.5074116,-0.760299071,871.5672406,762.5065021,762.5084571,859.2387867,879.7162276,195,14,549734.2604,867698.5088,969254.1132,1796217.065,921734.3116,1161272.961,3910533.614,4016857.105,6436875.771,8558771.786,6937549.923,7964147.214,248475.7001,742015.8737,1347364.904,962075.4655,1706249.925,830027.2044,1021532.621,5132291.356,2413889.781,2667453.719,5949471.902,7413863.544,372220.9798,526361.4904,891694.313,1192106.977,1773689.43,519209.711,530039.1956,876422.0876,1551864.643,7031462.663,5530513.076,4014683.808,408957.4526,0,576749.973,1306020.797,1440889.726,1580785.669,2301538.381,2847538.45,4608053.54,4860921.146,3310038.859,2834613.523,568179.6735,1910308.23,1781959.98,990943.9404,1783069.534,2341283.791,4826867.034,4704592.78,5280606.052,8664582.351,6431274.592,6020370.759,422894.1833,649986.7741,943810.7081,664231.3081,1819434.244,1754200.918,5858287.49,4465043.583,5822960.1,11181772.97,0,7050812.875,6487836.16,0,437866.8973,732734.2388,1083548.271,1013933.034,3820696.89,2762781.755,3194396.75,4579136.518,11244120.61,7844266.031,746454.8324,2497952.201,3953785.986,7231508.138,400128.9978,761120.7517,1207199.768,7970240.624,7315830.239,6255577.513,589554.1895,996370.9155,892136.5053,1756134.275,1839932.755,2534287.984,2726919.995,5442152.882,4813805.621,7593069.989,8108190.577,6474803.785,573860.475,807502.5717,990526.1617,948717.5873,2520829.613,1775771.038,3236645.368,5115500.646,5924476.722,6051391.316,4559641.368,6767587.766,4488037.611,485925.918,1306807.272,1654151.074,1606622.656,2282407.925,3210716.871,4580405.48,492385.2069,985470.9653,1232544.049,1219390.35,2182726.845,1998196.336,3766862.152,3969657.126,5014188.344,7545370.876,5040941.021,5909100.18,6734254.424,9250366.984,7094846.709,6171421.262,332302.511,558414.7619,624216.4905,1005024.514,2366717.441,1760749.214,3670343.983,4323357.772,4139537.809,7677979.465,4813183.632,5741258.652,0,743943.155,1032421.104,0,0,0,0,0,0,0,0,0,1736423.599,31288.41298,2581946.584,4566162.605,5200358.451,6849754.51,7072714.299,6983195.384,364770.2156,548919.3241,610555.6347,1075613.366,508399.6715,1682543.108,3749686.727,3118910.454,6360060.036,6254615.659,7731977.814,7652872.336,685877.3031,815359.4599,1383059.139,1525256.41,2552234.257,3051252.507,6203349.554,5183675.709,5764125.243,5292103.849,5524976.978,3151356.134,1476574.446,2628284.143,2215649.514,3522835.823,4108837.054,2390107.494,6820329.595,4817847.583,5499915.728,738073.9425,709780.9762,592670.8855,703184.3426,695465.2583,1023296.877,1756070.679,1933848.531,4628026.259,4267236.762,5913079.938,4690351.186,4221070.267,5813442.904,233815.7781,745389.5026,1069726.89,1713955.039,1734951.284,4019300.677,4404176.086,6765131.387,7372912.715,8112073.201,7057310.991,8136599.232,680673.9697,1217492.183,1699499.8,1305293.86,657676.9845,1924958.252,1248261.381,3695191.218,2040053.146,2040451.881,3565720.686,4874855.638,5815083.68,6227160.068,4516791.437,4772621.892,565643.8614,721463.5844,1043342.497,2149861.036,1877705.073,2411454.207,2533804.843,3529500.608,3510361.363,6659407.345,5290052.269,6110626.667,4230981.931,3671977.403,2125867.536,2178347.008,5196171.391,2776480.916,6630827.546,6426204.739,7033098.535,7011789.973,438863.7479,610359.2788,1049529.764,633307.8884,2643945.899,2184163.484,3702061.061,3690048.316,7036199.548,6294007.56,6291543.241,6534165.895,19931601.65,14069741.22,1507964.748,546941.1576,553967.3708,1059416.94,966285.462,2005871.866,1321610.616,3376289.846,3027514.811,5280078.178,5739192.441,6001562.652,5659000.406,5130054.882,1101107.232,1875096.056,5633880.858,160288.2933,381853.7553,28194794.49,26955790.56,165352193.6,119376134.9,39028768.28,0,53132946.56,6413292.777,79798353.63,70069960.55,73813130.18,80141288.96,23232089.46,11916029.79,128378735.1,68118762.2,78306880.82,78687271.37,359136.5939,20994397.63,268563786.3,9313,45,78668,761.4995554,IP_DAG,PE,[M+H]+,38,7,,,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,1251,,,,,,,,
PE 34:5,0.887427561,968699983.4,14_0,20_5,227.2,301.22,142 NL in pos,QE007561,,TRUE,Yes,2506,2506,PE 34:5,C39H68N1O8P1,710.4755317,710.4761158,-0.822165158,830.5346018,710.4752499,710.4768082,808.4928697,837.660292,227,20,106681.2442,1428585.379,984318.428,1841217.336,1674570.99,2402154.06,3775884.231,5065930.9,5264240.889,9804816.317,8321440.136,8395659.309,631288.5851,429021.4146,1017302.382,215485.6988,1427874.501,2745562.087,4125299.574,5814211.097,3895388.338,5671405.761,5708705.781,7370871.947,100042.926,587666.6124,425891.6678,458022.6547,1642385.069,2316878.555,960248.8612,3577271.347,3857399.071,4082653.126,4503444.666,3198493.895,696614.4757,22031.99749,692840.1796,721865.3992,1110006.507,1557278.86,1969160.303,3764884.327,3901355.125,4554413.335,3149204.471,3054747.522,726823.8289,972566.7385,713193.2152,747411.8405,1724112.018,2535364.708,4038877.874,4187304.363,4147748.078,7191418.777,6990114.541,6437608.214,525266.3993,965946.6702,858123.7328,901059.5103,2058389.18,2222133.535,3177721.223,3999727.994,4543446.262,9560603.98,0,7432147.996,6478666.703,0,465999.4861,1033554.575,1282764.01,778738.9319,3807081.543,3529536.577,3031442.261,3788852.892,19075955.42,9019701.313,891926.8373,2296273.509,5017174.766,7432383.648,450967.3611,636533.9658,1672978.651,7179075.078,5838482.383,5365262.502,987109.6017,1426065.385,696181.3854,1132106.55,1614371.518,1722369.313,1533946.61,5747506.037,5499692.03,5857463.893,7736027.979,6149968.956,539720.2858,1074843.754,597022.084,785061.0686,1791191.814,1360188.568,2767304.696,4106120.402,4479793.452,6066284.446,4218774.178,7473675.193,1760126.152,876217.9781,1345911.33,1188809.313,1418643.127,2264798.107,2805369.513,4975748.012,184381.8496,773964.2081,834272.1535,944076.3587,1862051.425,1582547.883,3773001.713,4631006.49,4456910.507,7028934.067,5837467.604,6280384.272,5588493.732,7646580.771,6006754.019,5622867.355,616009.469,500854.3942,306519.1178,866944.5973,1660437.057,1567720.077,3190106.17,5355424.972,4327157.151,9586950.433,4478359.068,6747637.955,0,898711.9599,1017673.889,0,0,0,0,0,0,0,0,0,1488240.929,33452.73325,2151866.555,6238540.067,4044703.89,5963375.599,6837107.511,7186575.015,255127.4291,590637.8355,895036.163,927748.1586,601805.8023,806533.4131,3224546.793,2701206.425,4805071.249,5429484.212,6463219.846,6553956.33,1273188.731,484671.3848,1194595.212,1790065.689,2425302.377,3507891.045,6876472.867,4212237.021,5799419.551,4506118.878,4917708.639,1259660.387,1210790.389,1955473.417,1765139.707,3273860.144,4910435.518,2825351.996,6386055.596,5732975.93,6118469.791,1321622.943,629726.5148,557600.1387,547620.717,259001.2119,1012760.575,1264025.681,1758969.148,5178092.985,4625134.208,4545272.501,6099071.224,5132541.952,6538346.339,366585.3842,515638.5083,989741.7897,1403923.486,1387167.907,2973047.43,3493493.187,6372312.89,5480080.318,8917894.476,8039384.219,9421391.983,793197.2995,1759029.576,1303219.85,1556101.545,711412.7992,920601.6857,1275051.182,2435441.842,2216915.285,1747989.251,3463995.58,6534469.701,5016469.035,5537832.816,5173287.674,5187060.431,764291.8152,744271.9943,637504.3229,1593362.661,1339820.098,2041896.682,2550124.264,2982321.562,5182156.577,5642358.017,5577940.88,6660806.626,2793993.197,2572724.411,2351866.905,2588277.523,4771156.302,3833133.562,5880421.357,7727753.368,9155787.998,8733213.002,311234.0917,861323.7941,612521.359,1176536.313,2439618.699,2303128.8,3959502.246,3959569.198,6273350.906,7315857.682,6930024.053,6967527.364,6534173.811,7257789.004,644548.0203,354321.1771,666658.1761,434174.1594,528975.2107,1834579.129,1175464.191,2781814.452,2888322.578,5063919.724,6518207.883,6320069.005,6693475.328,4350367.577,2660115.74,1303213.558,6441979.665,46561.14142,1308981.04,15327687.69,22713736.1,36191517.12,25156038.14,13670307.26,0,24516040.91,8313685.35,21198532.18,22323078.46,39100476.79,35405817.2,12656913.14,9989780.985,29977222.86,38428885.12,40464801.19,34787453.96,305122.9398,11175930.03,278315291.9,7972,75,77643,709.4682552,IP_DAG,PE,[M+H]+,34,5,,,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,2506,,,,,,,,
18:1-d7_MG,,,,,,,,,,,,7589,7589,18:1-d7_MG,C21D7H33O4,381.3704244,381.3706799,-0.670094604,562.8037999,381.3702907,381.371025,557.5379757,564.8415647,301,21,662129.8825,662484.0613,684028.4683,630229.9243,831878.697,651315.5352,725281.9039,674663.4288,838552.9013,813329.5078,682101.158,849076.1136,566956.0519,799153.909,641644.9734,695564.7498,829254.7253,673736.5535,605008.3939,621255.3101,523046.0937,693950.0855,635603.9513,688295.1463,859785.6188,748911.3523,689821.8683,819319.0065,802540.6863,753023.2862,759553.4488,598160.4901,839662.9711,797410.2803,806131.3834,592605.8995,887724.7707,778938.8938,925629.8826,1055612.418,816414.496,781918.4157,847322.7098,864687.7033,1004880.882,846484.3343,782721.9968,984802.8481,869332.3299,611174.197,652932.7826,731001.6252,667499.1334,873180.4207,728145.008,888495.8876,665557.1152,785194.4016,596319.7266,518200.2084,884179.8207,621181.0144,666433.3331,573709.3781,703577.3273,683664.0327,654274.9536,606496.8312,653293.6676,840562.5587,0,564861.3524,815296.0112,723964.1938,873000.5033,704862.6967,698068.5047,570754.5002,672712.0805,581135.3173,628508.7952,669393.0659,646115.6072,711061.7629,711825.4218,622760.1864,701190.4271,722053.6217,580142.8842,675721.5944,661496.2788,791146.5008,847198.0101,718373.3123,695852.4925,689882.1251,724002.264,745650.8912,773470.9443,872634.1949,709413.2551,775376.6586,677813.3962,791189.9148,814885.1016,843282.4871,715018.9118,733443.2466,560062.3821,566225.7058,752410.5965,675964.0825,649687.9954,673984.8963,696834.6706,754591.9264,659278.8842,796600.3162,641448.7678,720171.1718,860797.885,785937.5989,917777.3981,763922.0495,659778.5067,846382.3443,665602.5766,755997.4092,710944.3343,705331.6281,836957.0751,674962.8482,614599.1067,692920.8731,895486.9849,792480.2397,641806.9254,811143.1588,741588.5472,721981.3618,828401.1166,816728.7353,729644.0899,705910.027,766178.5861,719167.0153,774909.164,457546.6893,861839.039,735355.8252,797305.6778,892647.5785,766680.4222,807604.7402,686753.8323,829749.695,794867.9344,681142.1871,873643.4888,833872.337,1086309.932,659676.166,696460.045,576931.9967,689430.4888,710039.2815,817209.6756,911659.0095,906722.5534,850369.8023,752101.5661,643775.8138,860359.9624,862635.1071,741168.0516,675988.3549,720897.9812,833545.053,974364.1568,715876.5967,820351.2016,741843.5137,529687.5925,526626.2453,533273.7586,735407.008,860701.0814,532019.4059,856859.0918,879587.7943,802723.2782,741144.2915,766900.1764,870435.3683,276256.4182,740850.7991,673401.9326,777059.9883,577958.4628,704373.5409,695244.6595,576259.5065,682065.8694,637156.7329,704089.7704,811477.6103,603975.5026,762249.6495,695126.1372,720845.1686,602441.7838,666790.7592,727947.4055,567414.0376,687485.3524,942418.8006,716664.4232,693480.6951,530635.6992,580188.626,771503.8991,544803.7226,613804.3232,866208.4921,773692.7371,676337.2649,778583.2228,732318.6791,657605.0996,809111.9968,783700.6951,596783.8808,901374.2176,739591.5422,672638.136,626731.1464,745975.3338,828888.7007,601360.3764,640311.8706,550194.8529,762473.9042,748354.1719,701030.5889,662158.6347,804871.9812,795859.1392,783657.398,702348.525,654279.8027,673263.3245,667866.1321,638070.2583,808895.9977,757953.9404,742441.9039,688992.1888,664947.1432,765391.8982,704549.1675,747913.4102,842714.7624,651061.7211,700680.8578,705262.615,757325.3311,593421.217,671427.7863,744632.1167,616847.8737,707853.0749,781516.8119,765510.9515,849205.124,948954.4442,775285.9498,683308.7179,703719.2164,674112.2676,803979.6278,840073.4083,779843.2338,793083.6245,899468.6756,771941.5168,744302.8357,1099679.124,1077373.928,901559.8858,991945.0389,1115188.248,976291.3765,899375.7239,977466.2256,932780.5142,1033646.826,899894.4941,980999.2866,803760.0963,774445.8965,570378.7995,578460.5072,570026.8302,457042.5221,511336.9517,513065.5297,504150.7289,742202.373,577071.1991,555858.2866,471253.6608,552336.1755,660128.0712,498201.2386,660110.6726,576775.5256,646321.1856,582275.6132,612481.4909,553629.8477,563018.7531,569198.874,694388.5851,685001.883,460983.1733,2852,5960,26412,363.3365988,Deuterated_standard,18:1-d7_MG,[M+NH4]+,NA,NA,,,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,0.604177506,Unknown,NA,NA,Unknown,,
