File_Name,QE_Name,Sample_Name,Cast_Number_SIO,Depth_m,MLD_depth_crit3,Bottle_Number,Date,Rosette_on_deck_local,Filtering_Start_time_local,Filtering_end_time_local
QE007373.mzXML,QE007373,Ectraction Blank 4/7 1,,,,,,,,
QE007374.mzXML,QE007374,Ectraction Blank 4/7 2,,,,,,,,
QE007375.mzXML,QE007375,Ectraction Blank 4/6 1,,,,,,,,
QE007377.mzXML,QE007377,L34 EXPORTS,,,,,,,,
QE007487.mzXML,QE007487,L181 EXPORTS,RESPIRE,NA,,1,,,,
QE007489.mzXML,QE007489,L182 EXPORTS,RESPIRE,NA,,3,,,,
QE007537.mzXML,QE007537,RR64 G EXPORTS,,,,,,,,
QE007538.mzXML,QE007538,RR63 G EXPORTS,,,,,,,,
QE007539.mzXML,QE007539,RR28 G EXPORTS,,,,,,,,
QE007540.mzXML,QE007540,RR29 G EXPORTS,,,,,,,,
QE007541.mzXML,QE007541,RR31 G EXPORTS,,,,,,,,
QE007542.mzXML,QE007542,RR30 G EXPORTS,,,,,,,,
QE007543.mzXML,QE007543,RR61 G EXPORTS,,,,,,,,
QE007545.mzXML,QE007545,NBS trap blank close gff EXPORTS,,,,,,,,
QE007546.mzXML,QE007546,RR60 G EXPORTS,,,,,,,,
QE007547.mzXML,QE007547,RR62 G EXPORTS,,,,,,,,
QE007548.mzXML,QE007548,RR32 G EXPORTS,,,,,,,,
QE007549.mzXML,QE007549,RR54 G EXPORTS,,,,,,,,
QE007550.mzXML,QE007550,RR59 G EXPORTS,,,,,,,,
QE007551.mzXML,QE007551,RR58 G EXPORTS,,,,,,,,
QE007552.mzXML,QE007552,RR57 G EXPORTS,,,,,,,,
QE007554.mzXML,QE007554,RR33 G EXPORTS,,,,,,,,
QE007555.mzXML,QE007555,RR9 G EXPORTS,,,,,,,,
QE007556.mzXML,QE007556,RR7 G EXPORTS,,,,,,,,
QE007557.mzXML,QE007557,RR6 G EXPORTS,,,,,,,,
QE007558.mzXML,QE007558,RR8 G EXPORTS,,,,,,,,
QE007559.mzXML,QE007559,RR12 H EXPORTS,,,,,,,,
QE007560.mzXML,QE007560,RR11 G EXPORTS,,,,,,,,
QE007561.mzXML,QE007561,RR10 G EXPORTS,,,,,,,,
