,name,lat,long,date_time,depth,temp,salinity,PO4,NO2_NO3,Chla_Fluorescence,PAR,TAG_db_ave,PC_db_ave,PE_db_ave,PG_db_ave,SQDG_db_ave,MGDG_db_ave,DGDG_db_ave,DGTS_DGTA_db_ave,DGCC_db_ave,all_db_ave,allmem_db_ave,SQDG_PG_db_ave,GADG_db_ave,CTD,cruise,Mixed_Layer,summer_sol_dist,recovery,filtered_volume
,NA,decimal_degrees,decimal_degrees,UTC_time,meters,degrees_C,PSU,micromolar,micromolar,mg/m3,microE m?2 s?1,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,unsaturations,NA,NA,NA,days,percent,liters
162,S235.RR1813.QE007469,50.4892,-144.8378,8/28/2018 22:57,50.979,8.0817,32.4574,1,10.7,0.2874,13.844,2.502077212,3.863002653,1.399518686,1.072771143,1.564971812,2.842205739,2.617484605,3.171154628,3.572749734,2.370539513,2.234098644,3.815315612,0.704733113,49,RR1813,Below Mixed Layer,68.95625,0.016886123,1
163,S236.RR1813.QE007471,50.4892,-144.8378,8/28/2018 22:59,36.961,10.0426,32.4142,0.9,9.5,0.3148,35.238,2.559606113,3.836029158,1.496097191,1.079165634,1.588085192,2.811869454,2.753545938,3.025386741,3.631355649,2.463803298,2.312930355,3.793350505,0.79738349,49,RR1813,Below Mixed Layer,68.95763889,0.013682038,1
164,S237.RR1813.QE007472,50.4892,-144.8378,8/28/2018 23:02,21.914,14.2242,32.2911,0.8,8.6,0.2961,84.044,2.62848899,3.780905042,1.311116159,0.952632354,1.335375184,2.358040371,2.880945068,2.774881902,3.742296015,2.427135652,2.028902202,3.768837412,0.681439147,49,RR1813,Below Mixed Layer,68.95972222,0.016135712,1
165,S238.RR1813.QE007473,50.4892,-144.8378,8/28/2018 23:04,4.247,14.3034,32.2899,0.8,8.6,0.304,379.6,2.52213122,3.859334026,1.519278861,0.969410856,1.35823829,2.495347982,2.790284656,2.74030143,3.761258036,2.401132249,2.19633633,3.836634436,0.654564908,49,RR1813,In Mixed Layer,68.96111111,0.013678346,1
166,S239.RR1813.QE007474,50.4902,-144.8148,8/30/2018 1:38,503.84,3.8922,34.1121,NA,NA,NA,0.063002,1.152561654,3.616751018,0.9545021,0.771007375,1.481427757,1.272978443,NA,1.528721045,2.951693239,1.149326604,1.130899504,3.579986218,0.877068853,52,RR1813,Below Mixed Layer,70.06805556,0.013849969,1
167,S240.RR1813.QE007475,50.4902,-144.8148,8/30/2018 1:43,330.821,4.2577,33.931,NA,NA,NA,0.063217,1.377752634,3.940016718,0.997608115,0.804415699,2.015902441,1.078094814,1.833291846,2.019025369,2.104977672,1.291890628,1.177491486,3.680978021,0.712991774,52,RR1813,Below Mixed Layer,70.07152778,0.0147941,1
168,S241.RR1813.QE007476,50.4902,-144.8148,8/30/2018 1:47,195.135,4.5052,33.7144,NA,NA,NA,0.067528,2.013096164,3.903655742,0.981823959,0.839917967,1.391692335,2.662031682,3.198466742,2.493471503,3.446358906,1.787925567,1.280451635,3.866050915,0.905364328,52,RR1813,Below Mixed Layer,70.07430556,0.015475263,1
169,S242.RR1813.QE007477,50.4902,-144.8148,8/30/2018 1:50,148.72,4.8659,33.6209,NA,NA,NA,0.11043,2.137177455,3.694629105,1.533991673,0.858408116,1.704028182,3.792123158,2.840283351,2.647469338,3.563636359,2.142561629,2.163134749,3.687171111,0.845787826,52,RR1813,Below Mixed Layer,70.07638889,0.015371961,1
170,S243.RR1813.QE007478,50.4902,-144.8148,8/30/2018 1:53,110.253,5.4235,33.1676,1.7,23.3,NA,0.30271,1.928323119,3.621704803,1.197932725,0.886774985,1.840398278,3.758271998,2.754653942,2.204289719,3.525160301,1.934180829,1.948542875,3.61076958,0.817411701,52,RR1813,Below Mixed Layer,70.07847222,0.014388627,1
171,S244.RR1813.QE007480,50.4902,-144.8148,8/30/2018 1:56,95.536,5.7504,32.8719,NA,NA,0.1325,0.49057,1.98341826,3.779673507,1.298115777,0.987604992,1.864932514,3.586471207,2.594395537,2.644163057,3.537908676,2.059605538,2.209024354,3.746413822,0.654405523,52,RR1813,Below Mixed Layer,70.08055556,0.015137347,1
172,S245.RR1813.QE007481,50.4902,-144.8148,8/30/2018 1:59,80.254,6.0176,32.6236,1.4,16.9,0.1938,0.94135,2.23934015,3.788336045,1.357000374,1.079878233,1.680662291,3.163553775,2.389645416,3.014498103,3.620807415,2.187499099,2.107791218,3.769385308,1.20487976,52,RR1813,Below Mixed Layer,70.08263889,0.014855845,1
173,S246.RR1813.QE007482,50.4902,-144.8148,8/30/2018 2:02,65.419,6.3633,32.549,1.3,15.2,0.2341,1.931,2.288144747,3.858604424,1.818752239,1.175789924,1.739465604,3.187515787,2.424997351,2.978558042,3.610390738,2.335624528,2.380784326,3.832263597,0.632487914,52,RR1813,Below Mixed Layer,70.08472222,0.01480005,1
174,S247.RR1813.QE007483,50.4902,-144.8148,8/30/2018 2:05,51.595,7.1945,32.4774,1.1,12.1,0.327,5.28,2.517839221,3.829172486,1.670415579,1.149958557,1.528252976,2.737315885,2.546640341,3.167524477,3.586679907,2.399430281,2.275677022,3.79902181,0.654072651,52,RR1813,Below Mixed Layer,70.08680556,0.014504637,1
175,S248.RR1813.QE007484,50.4902,-144.8148,8/30/2018 2:08,35.764,9.5795,32.4275,1,9.9,0.3415,13.204,2.445880172,3.905707004,1.629143152,1.083932145,1.625589076,2.700342154,2.743227259,2.948389111,3.589065516,2.410540365,2.352520559,3.8340579,0.755248808,52,RR1813,Below Mixed Layer,70.08888889,0.015208116,1
176,S249.RR1813.QE007485,50.4902,-144.8148,8/30/2018 2:11,20.423,14.3184,32.29,0.9,8.3,0.2925,34.424,2.454520159,3.854186023,1.400579664,0.949018491,1.327944586,2.263064123,2.757297892,2.537490314,3.8527237,2.326983043,2.036881089,3.853740203,0.639939972,52,RR1813,In Mixed Layer,70.09097222,0.01443198,1
177,S250.RR1813.QE007486,50.4902,-144.8148,8/30/2018 2:12,3.555,14.5097,32.2905,0.9,8.6,0.2557,138.03,2.306703529,3.891402588,1.51366463,1.001941451,1.378911678,2.552913285,2.694228254,2.659051653,3.642290863,2.253348824,2.179994564,3.837062534,0.667667672,52,RR1813,In Mixed Layer,70.09166667,0.015109161,1
230,S251.RR1813.QE007490,50.5835,-144.693,9/3/2018 22:49,110.223,5.5316,32.9238,1.7,21.5,NA,0.5877,2.101851175,3.952531614,1.416112867,0.969625305,2.09000624,3.696858022,2.596219388,3.111478738,3.614522864,2.17538448,2.316638782,3.928449188,0.679567059,70,RR1813,Below Mixed Layer,74.95069444,0.014249325,1
231,S252.RR1813.QE007491,50.5835,-144.693,9/3/2018 22:52,95.092,5.9145,32.6289,NA,NA,0.1534,1.104,1.961184036,3.956051664,1.285056421,1.090115425,1.863719838,3.37483906,2.422784384,3.1323634,3.51114695,2.061620131,2.168957048,3.912828922,0.666912331,70,RR1813,Below Mixed Layer,74.95277778,0.015677184,1
232,S253.RR1813.QE007492,50.5835,-144.693,9/3/2018 22:53,80.45,6.3728,32.5505,1.3,15.1,0.237,2.3711,2.170658073,4.001179022,1.77015506,1.135545238,1.743359448,3.161315694,2.323127007,2.951054469,3.624657115,2.240928628,2.310303502,3.968174612,0.608377507,70,RR1813,Below Mixed Layer,74.95347222,0.015148246,1
233,S254.RR1813.QE007493,50.5835,-144.693,9/3/2018 22:55,65.506,6.8037,32.5223,1.2,13.6,0.2392,5.3916,2.35989797,3.904935213,1.551127026,1.147231161,1.749102672,3.020846342,2.539131772,3.022985513,3.683589974,2.318358276,2.276582415,3.882181889,0.647527595,70,RR1813,Below Mixed Layer,74.95486111,0.014560476,1
234,S255.RR1813.QE007494,50.5835,-144.693,9/3/2018 22:57,50.467,8.834,32.4514,1,10.4,0.2428,12.009,2.272602662,3.931436717,1.671474784,1.189638892,1.851727221,3.156771732,2.701932723,3.074307332,3.619145438,2.392065232,2.504914347,3.88160023,0.717028863,70,RR1813,Below Mixed Layer,74.95625,0.014117881,1
235,S256.RR1813.QE007495,50.5835,-144.693,9/3/2018 22:59,35.375,14.2013,32.2974,0.9,8.4,0.2737,25.55,2.503664123,4.035063293,1.565523815,1.052575358,1.491329473,2.961294419,2.739628513,2.686527406,3.684421741,2.426585925,2.336876905,3.965866948,0.664713531,70,RR1813,Below Mixed Layer,74.95763889,0.01456266,1
236,S257.RR1813.QE007496,50.5835,-144.693,9/3/2018 23:01,20.649,14.2671,32.2917,0.8,8.2,0.2673,52.124,2.509134988,3.909810691,1.408547617,0.978853231,1.390780225,2.683077725,2.792555481,2.622440522,3.732416956,2.347103802,2.119327651,3.867490781,0.641800149,70,RR1813,In Mixed Layer,74.95902778,0.013723122,1
237,S258.RR1813.QE007498,50.5835,-144.693,9/3/2018 23:03,3.129,14.4146,32.2551,0.9,8.3,0.2709,249.25,2.367915963,3.875007298,1.558148316,1.011760269,1.414242114,2.605695935,2.817061824,2.70455213,3.639542023,2.318642245,2.250279692,3.823217306,0.675248868,70,RR1813,In Mixed Layer,74.96041667,0.01427974,1
238,S259.RR1813.QE007499,50.5418,-144.6955,9/4/2018 22:35,504.311,3.9339,34.1045,NA,NA,NA,0.066407,1.364312952,3.781130399,1.118553287,0.802434427,1.456963754,1.166129935,2.5,0.992317445,3.21728727,1.268225632,1.16065422,3.761885069,0.803220873,73,RR1813,Below Mixed Layer,75.94097222,0.017473509,1
239,S260.RR1813.QE007500,50.5418,-144.6955,9/4/2018 22:40,332.024,4.0828,33.9151,NA,NA,NA,0.0648,1.474283591,3.784199665,1.15410275,0.818139111,0.667907119,1.319072077,0.5,1.721173837,3.478069714,1.397380683,1.271855499,3.771596651,0.762886845,73,RR1813,Below Mixed Layer,75.94444444,0.017197084,1
240,S261.RR1813.QE007501,50.5418,-144.6955,9/4/2018 22:44,196.483,4.3568,33.7358,NA,NA,NA,0.070843,2.098547655,4.054093518,1.187262975,0.834407058,1.278076675,1.915892559,3.190523248,1.969453145,3.691191458,1.9918154,1.472158087,4.038634553,0.852056909,73,RR1813,Below Mixed Layer,75.94722222,0.017651945,1
241,S262.RR1813.QE007502,50.5418,-144.6955,9/4/2018 22:47,146.545,5.0906,33.6161,NA,NA,NA,0.15641,2.294999326,4.082300991,1.15898483,0.877660554,1.66702623,3.820370811,2.62854351,3.221977964,3.569942532,2.247544731,2.069240219,4.042797208,0.861426543,73,RR1813,Below Mixed Layer,75.94930556,0.017986088,1
242,S263.RR1813.QE007503,50.5418,-144.6955,9/4/2018 22:49,111.676,5.639,32.9136,1.6,20.1,NA,0.41029,2.131788013,3.868807773,1.715827434,0.977671613,1.893052916,3.648973622,2.611681969,2.882381038,3.572121375,2.212963898,2.395471765,3.832060675,0.699366305,73,RR1813,Below Mixed Layer,75.95069444,0.016657368,1
243,S264.RR1813.QE007504,50.5418,-144.6955,9/4/2018 22:53,96.856,6.0159,32.6468,NA,NA,0.139,0.76301,2.281765733,3.769536365,1.295118934,1.028191224,1.769136612,3.347424622,2.571401713,2.822959938,3.524665001,2.227216431,2.162118394,3.741655355,0.736057974,73,RR1813,Below Mixed Layer,75.95347222,0.016162973,1
244,S265.RR1813.QE007505,50.5418,-144.6955,9/4/2018 22:55,81.5,6.4405,32.5229,1.3,14.3,0.2219,1.421,2.331019292,3.970576341,1.830697436,1.142911429,1.621895477,3.139556251,2.365164069,2.93108789,3.690568569,2.316322226,2.298076939,3.948246959,0.648194199,73,RR1813,Below Mixed Layer,75.95486111,0.015611947,1
245,S266.RR1813.QE007507,50.5418,-144.6955,9/4/2018 22:56,66.747,7.3225,32.4815,1.1,11.8,0.2284,2.6502,2.551489745,3.901774202,1.49584506,1.097907641,1.58817233,2.982646178,2.611003336,3.073083359,3.564183546,2.411346609,2.268688757,3.858519542,0.691079683,73,RR1813,Below Mixed Layer,75.95555556,0.016044423,1
246,S267.RR1813.QE007508,50.5418,-144.6955,9/4/2018 22:59,49.256,9.7035,32.4217,1,9.5,0.2543,10.279,2.356390674,4.022537361,1.545849703,1.147420612,1.843709246,3.25074758,2.787437591,3.10516381,3.603913748,2.436210915,2.506741047,3.933805234,0.78877394,73,RR1813,Below Mixed Layer,75.95763889,0.015339174,1
247,S268.RR1813.QE007509,50.5418,-144.6955,9/4/2018 23:00,34.307,14.241,32.2658,0.9,8.4,0.2204,26.814,2.64107093,3.845793892,1.397372393,0.966512276,1.408266325,2.680509772,2.792458737,2.45792345,3.742422285,2.362633621,2.094072829,3.826398375,0.649708994,73,RR1813,In Mixed Layer,75.95833333,0.01595447,1
248,S269.RR1813.QE007510,50.5418,-144.6955,9/4/2018 23:03,22.486,14.2711,32.2643,0.8,8.4,0.2212,57.787,2.676382489,3.834629979,1.316388344,0.946430767,1.357924491,2.559314429,2.746336542,2.401340888,3.676826681,2.322874791,1.997245984,3.803794146,0.632177586,73,RR1813,In Mixed Layer,75.96041667,0.016688724,1
249,S270.RR1813.QE007511,50.5418,-144.6955,9/4/2018 23:05,10.428,14.2784,32.2635,0.9,8.3,0.2219,126.91,2.616538706,3.892081805,1.424128336,0.974847644,1.417925034,2.707491641,2.761631903,2.42338873,3.678593837,2.363281843,2.123830966,3.852006046,0.642087185,73,RR1813,In Mixed Layer,75.96180556,0.015757819,1
278,S271.RR1813.QE007516,50.4138,-144.671,9/7/2018 22:36,503.021,3.9591,34.0921,NA,NA,NA,0.058601,0.873327627,3.778509465,1.195669907,0.819469481,1.468366997,1.870126775,3.214177846,1.775823213,2.657408423,0.885323031,1.374697468,3.744562401,0.70086239,82,RR1813,Below Mixed Layer,78.94166667,0.02133299,1
279,S272.RR1813.QE007517,50.4138,-144.671,9/7/2018 22:40,330.369,4.1987,33.9063,NA,NA,NA,0.064032,1.648198448,3.906478509,1.197286484,0.826922618,0.873835342,1.276409709,3.02833834,1.711186476,3.554645673,1.555096846,1.341531667,3.893416345,0.857162403,82,RR1813,Below Mixed Layer,78.94444444,0.020716751,1
280,S273.RR1813.QE007518,50.4138,-144.671,9/7/2018 22:44,194.871,4.6385,33.7309,NA,NA,NA,0.063192,2.261460865,4.000271679,1.319904992,0.855599218,1.24083676,2.75420189,3.735066122,2.060418932,3.509092362,2.179899857,1.717073103,3.963561355,0.890858794,82,RR1813,Below Mixed Layer,78.94722222,0.019717227,1
281,S274.RR1813.QE007519,50.4138,-144.671,9/7/2018 22:47,145.312,5.0786,33.6134,NA,NA,NA,0.13024,1.917019435,4.081646481,1.138033721,0.87518756,1.641429103,3.898161663,2.830927871,2.766064474,3.543532693,1.930892664,1.994518972,4.051206821,0.713111495,82,RR1813,Below Mixed Layer,78.94930556,0.02016931,1
282,S275.RR1813.QE007520,50.4138,-144.671,9/7/2018 22:49,110.257,5.5171,33.0259,1.7,22.7,NA,0.38793,2.116154267,3.989432369,1.504547365,0.945249417,1.913940161,3.713639638,2.742884593,2.573728772,3.584710028,2.155477322,2.264937491,3.950676943,0.63884199,82,RR1813,Below Mixed Layer,78.95069444,0.019337348,1
283,S276.RR1813.QE007521,50.4138,-144.671,9/7/2018 22:51,95.177,5.9167,32.6983,NA,NA,0.3119,0.74088,2.369052967,3.815165161,1.654868454,1.024089324,1.731200747,3.335150675,2.545051181,2.446579172,3.817657992,2.335617517,2.25231351,3.815377647,0.626099877,82,RR1813,Below Mixed Layer,78.95208333,0.020295378,1
284,S277.RR1813.QE007522,50.4138,-144.671,9/7/2018 22:53,80.042,6.2965,32.5483,1.3,15.4,0.3119,1.625,1.940163846,3.841276117,1.644164201,1.10853637,1.66438097,3.055550985,2.368985058,2.856258518,3.136954746,2.058713138,2.173518771,3.7747941,0.578614258,82,RR1813,Below Mixed Layer,78.95347222,0.019483148,1
285,S278.RR1813.QE007524,50.4138,-144.671,9/7/2018 22:55,65.239,6.8599,32.4919,1.2,13.5,0.3119,3.7854,2.167308692,3.850117988,1.537538371,1.085106329,1.447569088,2.683208577,2.455553761,2.825768406,3.637591658,2.117228043,2.074655285,3.823599915,0.5988881,82,RR1813,Below Mixed Layer,78.95486111,0.01888616,1
286,S279.RR1813.QE007525,50.4138,-144.671,9/7/2018 22:59,45.427,9.335,32.4299,1.1,11.7,0.3119,13.848,2.450620875,3.644114589,1.643128769,1.146402557,1.681716463,2.739247939,2.760773257,2.723972574,3.501157466,2.410092536,2.368544462,3.613623778,0.719823517,82,RR1813,Below Mixed Layer,78.95763889,0.018087538,1
287,S280.RR1813.QE007526,50.4138,-144.671,9/7/2018 23:01,35.407,14.04,32.2627,0.9,8.5,0.3119,26.534,2.251687383,3.884544512,1.636396025,1.048953586,1.426821917,2.690427069,2.923655366,2.564017863,3.624949204,2.300279277,2.369965369,3.823048809,0.651800803,82,RR1813,In Mixed Layer,78.95902778,0.019898691,1
288,S281.RR1813.QE007527,50.4138,-144.671,9/7/2018 23:04,20.971,14.0926,32.2613,0.8,8.2,0.3119,60.13,2.317810512,4.0059681,1.601763679,1.013073857,1.378788028,2.555176911,2.882161518,2.550060905,3.72657325,2.305172251,2.281864767,3.935664559,0.685995222,82,RR1813,In Mixed Layer,78.96111111,0.018512392,1
289,S282.RR1813.QE007528,50.4138,-144.671,9/7/2018 23:06,3.114,14.1146,32.2609,0.8,8.2,0.3119,309.04,2.151454768,3.911358776,1.628256349,1.045840332,1.415501727,2.666541293,2.861252898,2.471218814,3.694265823,2.224209346,2.344306709,3.86281658,0.63267816,82,RR1813,In Mixed Layer,78.9625,0.019042574,1
1100,S283.AE1319.QE001613,31.66718,-64.1682,8/15/2013 17:17,1,28.77,36.2,NA,bdl,-0.0098,983.05,1.399430947,3.304532309,1.04310768,0.681736697,0.482276447,1.188034644,1.763450771,1.713982674,2.816835337,1.382120056,1.390360774,3.047486654,0.609685496,4,AE1319,In Mixed Layer,55.72013889,0.045750137,1
2100,S284.AE1319.QE001672,31.66718,-64.1682,8/15/2013 17:17,1,28.77,36.2,NA,bdl,-0.0176,983.05,1.109363194,3.51634906,1.086819265,0.73508639,0.470664868,1.197200177,1.627718495,1.839746966,2.905404784,1.192750922,1.348815278,3.186141557,0.60802847,4,AE1319,In Mixed Layer,55.72013889,0.04127516,1
333,S285.AE1319.QE001619,31.66718,-64.1682,8/15/2013 17:17,20,27.07,36.61,NA,bdl,0.019,182.84,1.090755239,3.485064828,1.427258468,0.70102262,0.600833383,1.387381212,1.765094865,2.150981552,3.117531236,1.278653851,1.710792471,3.328411613,0.603958589,4,AE1319,Below Mixed Layer,55.72013889,0.043698468,1
461,S286.AE1319.QE001634,31.66718,-64.1682,8/15/2013 17:17,40,23.42,36.61,NA,bdl,0.0739,126.24,1.415729705,3.342726915,1.392370626,0.760310872,0.658014375,1.520785787,2.070568892,2.120255629,3.154595707,1.483562219,1.641064336,3.272674946,0.622303414,4,AE1319,Below Mixed Layer,55.72013889,0.045311533,1
554,S287.AE1319.QE001628,31.66718,-64.1682,8/15/2013 17:17,60,20.98,36.67,NA,bdl,0.1581,61.553,1.551293278,3.412967944,1.420711285,0.802844711,0.701993789,1.689214509,2.090875442,2.29438768,3.216811435,1.57806301,1.626259039,3.343215138,0.652076184,4,AE1319,Below Mixed Layer,55.72013889,0.044299086,1
610,S288.AE1319.QE001617,31.66718,-64.1682,8/15/2013 17:17,80,20.24,36.65,NA,bdl,0.2571,33.999,1.397349071,3.523175591,1.518544055,0.876315953,0.74495962,1.676905322,2.180080919,2.213053872,3.199392067,1.458741777,1.583174223,3.428609,0.668645635,4,AE1319,Below Mixed Layer,55.72013889,0.046860209,1
710,S289.AE1319.QE001644,31.66718,-64.1682,8/15/2013 17:17,120,19.34,36.61,NA,0.8,0.4544,4.2489,1.03418366,3.305043128,1.507215034,0.885128186,0.850792517,1.627005749,1.680789934,2.529501014,3.125442137,1.248901244,1.531617371,3.264535011,0.550596434,4,AE1319,Below Mixed Layer,55.72013889,0.057925447,1
810,S290.AE1319.QE001677,31.66718,-64.1682,8/15/2013 17:17,120,19.34,36.61,NA,0.8,0.4843,4.2489,1.234822854,3.123291861,1.46921732,0.862656359,0.896306356,1.657137029,1.525497492,2.536889585,2.926867196,1.332252742,1.431371369,3.082477453,0.556876254,4,AE1319,Below Mixed Layer,55.72013889,0.063970316,1
910,S291.AE1319.QE001640,37.73375,-66.6531,8/17/2013 7:43,1,27.65,35.68,NA,bdl,0.0762,0.91323,1.68197845,3.37141519,1.138633765,0.89370023,0.444207251,1.185988656,1.679872966,2.006849792,3.115250143,1.352445836,1.203756239,3.290406712,0.591635651,5,AE1319,In Mixed Layer,57.32152778,0.044491013,1
1010,S292.AE1319.QE001662,37.73375,-66.6531,8/17/2013 7:43,1,27.65,35.68,NA,bdl,0.0763,0.91323,1.409041919,3.176540471,1.039963443,0.791916008,0.433232066,1.017480079,1.456696209,2.001015901,3.12507886,1.218085575,1.095881874,3.163620686,0.569011665,5,AE1319,In Mixed Layer,57.32152778,0.044729029,1
11,S293.AE1319.QE001627,37.73375,-66.6531,8/17/2013 7:43,20,27.8,35.81,NA,bdl,0.078,1.00E-12,1.617684034,3.035630602,1.311313605,0.754864344,0.445072862,1.240384993,1.839552056,2.005479477,3.095643407,1.464085969,1.382185172,3.050605824,0.571439648,5,AE1319,In Mixed Layer,57.32152778,0.043550833,1
12,S294.AE1319.QE001626,37.73375,-66.6531,8/17/2013 7:43,40,27.97,35.92,NA,bdl,0.1114,1.00E-12,1.500690818,3.058921604,1.463286618,0.82371184,0.457924829,1.308574694,2.054758629,2.026242652,3.048125018,1.460895026,1.438374565,3.056286642,0.563514655,5,AE1319,In Mixed Layer,57.32152778,0.049319775,1
13,S295.AE1319.QE001629,37.73375,-66.6531,8/17/2013 7:43,60,26.6,36.33,NA,bdl,0.1783,1.00E-12,1.427827491,3.411532097,1.508196119,0.776557839,0.613472463,1.700526323,2.338949979,1.972847687,3.135503535,1.515912382,1.621052517,3.334350444,0.588228181,5,AE1319,Below Mixed Layer,57.32152778,0.047332299,1
14,S296.AE1319.QE001645,37.73375,-66.6531,8/17/2013 7:43,80,24.75,36.53,NA,bdl,0.3692,1.00E-12,1.665504826,3.467970367,1.511344928,1.009127461,0.804906096,1.685348297,2.085825273,2.412637904,3.20026697,1.53983607,1.47381231,3.390359769,0.579957047,5,AE1319,Below Mixed Layer,57.32152778,0.025188093,1
1510,S297.AE1319.QE001638,37.73375,-66.6531,8/17/2013 7:43,120,21.24,36.69,NA,1.6,0.1064,1.00E-12,1.303845753,3.295920072,0.994919465,0.671454838,0.962422816,1.803511259,1.481290834,1.796580449,2.954333723,1.338866748,1.361455654,3.230688651,0.537954043,5,AE1319,Below Mixed Layer,57.32152778,0.057350314,1
1610,S298.AE1319.QE001667,37.73375,-66.6531,8/17/2013 7:43,120,21.24,36.69,NA,1.6,0.0956,1.00E-12,0.827798264,3.209279148,0.955063512,0.681042396,0.944404442,1.742374527,1.246071331,1.538601215,2.728854644,1.074824616,1.266434881,3.13227956,0.576378723,5,AE1319,Below Mixed Layer,57.32152778,0.045916662,1
1710,S299.AE1319.QE001659,37.73375,-66.6531,8/18/2013 15:52,1,21.15,31.94,0.03,bdl,0.1674,1649.6,2.06907041,3.910970234,1.304293463,0.894345136,1.078067514,1.915417626,2.126271295,3.349455731,3.62967985,2.10322272,2.173791149,3.798589418,0.748209345,6,AE1319,In Mixed Layer,58.66111111,0.049637259,1
1810,S300.AE1319.QE001681,37.73375,-66.6531,8/18/2013 15:52,1,21.15,31.94,0.03,bdl,0.1632,1649.6,2.196115544,3.794741679,1.283276733,0.880622931,1.080524685,2.016851005,2.059734007,3.337615437,3.61507488,2.163294272,2.11720704,3.72833393,0.739881059,6,AE1319,In Mixed Layer,58.66111111,0.041524582,1
1910,S301.AE1319.QE001647,37.73375,-66.6531,8/18/2013 15:52,10,20.31,31.96,0.09,bdl,0.4861,165.84,2.163548596,3.8130354,1.472093208,0.988733626,1.25411816,2.321800618,2.325449978,3.259096951,3.692581537,2.232422432,2.393210645,3.768582351,0.799185453,6,AE1319,In Mixed Layer,58.66111111,0.048650218,1
2010,S302.AE1319.QE001621,42.02558,-69.20828,8/18/2013 15:52,25,11.93,32.51,0.27,bdl,2.9179,32.549,2.361383131,3.985852033,1.950954826,1.202443449,1.833049308,3.160612677,2.610807531,3.478382712,3.883674648,2.510654696,2.761112129,3.959679348,0.736472175,6,AE1319,Below Mixed Layer,58.66111111,0.036985602,1
2110,S303.AE1319.QE001654,42.02558,-69.20828,8/18/2013 15:52,35,10.49,32.54,0.41,1.2,3.0913,12.099,2.57595238,3.903311612,1.928073599,1.184199501,1.798353777,3.07400716,2.712220018,3.413912713,3.822931506,2.617036166,2.66619436,3.891545527,0.678813188,6,AE1319,Below Mixed Layer,58.66111111,0.042119548,1
2210,S304.AE1319.QE001636,42.02558,-69.20828,8/18/2013 15:52,50,6.6,32.91,0.8,7.8,1.0851,2.0576,2.608548495,3.765372306,1.532641677,1.128524938,1.905388812,3.171110661,2.548916092,3.2736731,3.479415038,2.494947315,2.416786742,3.730759695,0.622894715,6,AE1319,Below Mixed Layer,58.66111111,0.048362929,1
2310,S305.AE1319.QE001648,42.02558,-69.20828,8/18/2013 15:52,50,6.6,32.91,0.8,7.8,0.9237,2.0576,2.609336876,3.817336321,1.580940795,1.14617312,1.894872325,3.201834534,2.580431834,3.339555253,3.5464858,2.525310697,2.467522687,3.787168998,0.596644622,6,AE1319,Below Mixed Layer,58.66111111,0.052831005,1
2410,S306.AE1319.QE001622,42.02558,-69.20828,8/18/2013 15:52,70,6.22,33.13,0.93,10.7,0.2112,0.4335,2.59693534,3.703563182,1.302796842,0.871751408,2.124618832,3.540549301,2.982717071,2.42128581,3.509663861,2.371344396,2.175000036,3.686693632,0.594658255,6,AE1319,Below Mixed Layer,58.66111111,0.049720562,1
2510,S307.AE1319.QE001646,42.02558,-69.20828,8/18/2013 15:52,70,6.22,33.13,0.93,10.7,0.1902,0.4335,0.737873037,1.96380857,0.859522902,0.831109972,1.203893657,2.446020465,1.871798075,0.837454781,2.832334422,0.896606705,1.421204653,2.412974357,0.668122016,6,AE1319,Below Mixed Layer,58.66111111,0.066012049,1
2610,S308.AE1319.QE001674,42.02558,-69.20828,8/18/2013 15:52,70,6.22,33.13,0.93,10.7,0.1799,0.4335,2.072539636,3.56339911,1.185648127,0.862462187,2.093986696,3.548500652,2.628561587,2.398644034,3.38728594,2.060414849,2.053153359,3.545369279,0.602016833,6,AE1319,Below Mixed Layer,58.66111111,0.051234549,1
2710,S309.AE1319.QE001830,55.00157,-48.9976,8/26/2013 10:45,1,10.38,34.26,NA,NA,1.8651,405.19,2.473993617,4.013206076,2.494781767,1.068011004,2.077772647,3.442823792,3.108489509,3.546170078,3.840310367,2.847900067,3.17038524,3.986258768,0.730741703,9,AE1319,In Mixed Layer,66.44791667,0.030076702,1
2810,S310.AE1319.QE001828,55.00157,-48.9976,8/26/2013 10:45,20,10.35,34.27,0.14,0.1,3.887,20.525,2.980138713,4.084725963,1.699994,1.06725724,2.295942812,3.519140633,3.173055734,3.613928836,3.857454463,2.975120041,2.976224532,4.008663541,0.730747122,9,AE1319,In Mixed Layer,66.44791667,0.031076945,1
2910,S311.AE1319.QE001829,55.00157,-48.9976,8/26/2013 10:45,40,7.72,34.31,0.42,4.4,1.7136,2.8488,2.686788131,3.782568874,1.704755998,1.020943993,2.48236411,3.852181801,3.686257443,3.242603095,3.542815477,2.850742882,3.02342035,3.736977445,0.659147882,9,AE1319,Below Mixed Layer,66.44791667,0.028917031,1
3010,S312.AE1319.QE001841,55.00157,-48.9976,8/26/2013 10:45,60,5.44,34.44,0.8,11.1,0.145,0.57068,2.284587604,3.724345522,1.388695903,0.859448706,1.955447632,3.625462028,3.457002098,2.742960185,3.304404695,2.299815409,2.335923169,3.654681284,0.693286366,9,AE1319,Below Mixed Layer,66.44791667,0.042214737,1
