name,cruise,sample,filename,depth,Crit_2,Crit_3,station_combined,station,ctd,DCM_depth,is_DCM,Highes_Chl,collect_time_UTC,extract_date,filter,type,northorsouth,main_line,long,lat,lat_pos,pressure_CTD,temp_CTD,salinity_CTD,fluor,PAR_uE,SPAR_uE,PAR_SPAR,N_P_numeric,PSTAR,N_P_non_num,PO4_combined,NO3_NO2_combined,PO4_combined_char,  SRP (umol/L),MAGIC_SRP (umol/L),  TDP (umol/L),DOP_calc (umol/L),  PO4 (uM),SiOH4 (uM),  NO3 (uM),  NO2 (uM),  NH4 (uM),NPOC (uM),TN (uM)
AE1409_A135_QE001922,AE1409,A135,QE001922,20,9.944,9.944,30,14,38,,FALSE,TRUE,5/22/2014 12:39,7/16/2014,D,profile,North,FALSE,-54.6432,7.4597,7.4597,20,27.52615,34.85483333,,8.4273,,,,0.053,,0.053,,0.053,0.012,0.053,0.188,0.156,,,,,,,
AE1409_A136_QE001918,AE1409,A136,QE001918,30,9.944,9.944,30,14,38,,TRUE,FALSE,5/22/2014 12:39,7/16/2014,D,profile,North,FALSE,-54.6432,7.4597,7.4597,30,27.1508,35.76446667,,4.366,,,,0,,,,,,,,,,,,,,,
AE1409_A137_QE001924,AE1409,A137,QE001924,40,9.944,9.944,30,14,38,,FALSE,FALSE,5/22/2014 12:39,7/16/2014,D,profile,North,FALSE,-54.6432,7.4597,7.4597,40,26.58035,36.064,,2.0358,,,,0.102,,0.102,,0.102,0.008,0.102,0.207,0.152,,,,,,,
AE1409_A138_QE001920,AE1409,A138,QE001920,60,9.944,9.944,30,14,38,,FALSE,FALSE,5/22/2014 12:39,7/16/2014,D,profile,North,FALSE,-54.6432,7.4597,7.4597,60,25.36935,36.3386,,0.52318,,,,0.134,,0.134,,0.134,0.012,0.134,0.217,0.144,,,,,,,
AE1409_A139_QE001925,AE1409,A139,QE001925,150,9.944,9.944,30,14,38,,FALSE,FALSE,5/22/2014 12:39,7/16/2014,D,profile,North,FALSE,-54.6432,7.4597,7.4597,151,16.7445,36.04166667,,1.00E-12,,,,0,,,,      adl,0.481,      adl,0.671,0.189,,,,,,,
AE1409_A140_QE001964,AE1409,A140,QE001964,5,11.932,11.932,31,15,42,,FALSE,FALSE,5/23/2014 13:05,7/23/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,5,27.8356,30.12796667,,531.38,,,,0.039,,0.039,,0.039,0.078,0.039,0.401,0.342,,,,,,,
AE1409_A141_QE001966,AE1409,A141,QE001966,20,11.932,11.932,31,15,42,,FALSE,FALSE,5/23/2014 13:05,7/28/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,20,27.68105,35.46183333,,52.64,,,,0.038,,0.038,,0.038,0.038,0.038,0.239,0.201,,,,,,,
AE1409_A142_QE001960,AE1409,A142,QE001960,40,11.932,11.932,31,15,42,,FALSE,FALSE,5/23/2014 13:05,7/22/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,40,27.5736,35.75306667,,17.219,,,,0,,0,,       nd,0.091,       nd,0.303,0.212,,,,,,,
AE1409_A143_QE001952,AE1409,A143,QE001952,51,11.932,11.932,31,15,42,,TRUE,TRUE,5/23/2014 13:05,7/22/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,51,27.54935,36.14923333,,9.1765,,,,0.029,,0.029,,0.029,0.128,0.029,0.311,0.232,,,,,,,
AE1409_A144_QE001959,AE1409,A144,QE001959,150,11.932,11.932,31,15,42,,FALSE,FALSE,5/23/2014 13:05,7/22/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,151,20.2373,36.56936667,,1.00E-12,,,,0.028,,0.028,,0.028,0.061,0.028,0.233,0.188,,,,,,,
AE1409_A145_QE001961,AE1409,A145,QE001961,250,11.932,11.932,31,15,42,,FALSE,FALSE,5/23/2014 13:05,7/23/2014,D,profile,North,FALSE,-56.759,8.9688,8.9688,,,,,,,,,0.397,,0.397,,0.397,0.79,0.397,0.951,0.358,,,,,,,
AE1409_A146_QE001965,AE1409,A146,QE001965,60,11.932,11.932,32,16,42,,FALSE,FALSE,5/23/2014 13:05,7/23/2014,D,profile,North,FALSE,-58.485,9.8962,9.8962,60,27.49325,36.16636667,,5.2874,,,,0.02,,0.02,,0.02,0.011,0.02,0.228,0.213,,,,,,,
AE1409_A148_QE001958,AE1409,A148,QE001958,20,52.694,17.898,32,16,44,,FALSE,FALSE,5/24/2014 13:09,7/22/2014,D,profile,North,FALSE,-58.485,9.8962,9.8962,20,27.52855,35.02436667,,192.04,,,,0.049,,0.049,,0.049,0.009,0.049,0.234,0.205,,,,,,,
AE1409_A149_QE001951,AE1409,A149,QE001951,40,52.694,17.898,32,16,44,,FALSE,TRUE,5/24/2014 13:09,7/21/2014,D,profile,North,FALSE,-58.485,9.8962,9.8962,40,27.62025,35.60036667,,87.337,,,,0.022,,0.022,,0.022,0.007,0.022,0.24,0.226,,,,,,,
AE1409_A151_QE001902,AE1409,A151,QE001902,150,52.694,17.898,32,16,44,,FALSE,FALSE,5/24/2014 13:09,7/15/2014,D,profile,North,FALSE,-58.485,9.8962,9.8962,151,18.52735,36.4781,,0.11362,,,,0.44,,0.44,,0.44,0.443,0.44,0.587,0.145,,,,,,,
AE1409_A152_QE001946,AE1409,A152,QE001946,5,NA,35.791,33,17,47,,FALSE,FALSE,5/25/2014 13:10,7/21/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,6,27.42255,35.80086667,,208.7,,,,0.005,,0.005,,0.005,0.016,0.005,0.246,0.236,,,,,,,
AE1409_A153_QE001854,AE1409,A153,QE001854,20,NA,35.791,33,17,47,,FALSE,FALSE,5/25/2014 13:10,7/8/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,20,27.41905,35.80116667,,92.602,,,,0.002,,0.002,,0.002,  bdl,0.002,0.273,0.271,,,,,,,
AE1409_A154_QE001856,AE1409,A154,QE001856,40,NA,35.791,33,17,47,,FALSE,FALSE,5/25/2014 13:10,7/8/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,40,26.9984,35.9681,,42.703,,,,0.003,,0.003,,0.003,0.011,0.003,0.274,0.266,,,,,,,
AE1409_A155_QE001942,AE1409,A155,QE001942,60,NA,35.791,33,17,47,,FALSE,FALSE,5/25/2014 13:10,7/17/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,60,26.2215,36.31096667,,14.257,,,,0.018,,0.018,,0.018,  bdl,0.018,0.226,0.208,,,,,,,
AE1409_A156_QE001908,AE1409,A156,QE001908,68,NA,35.791,33,17,47,,TRUE,TRUE,5/25/2014 13:10,7/15/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,68,25.67775,36.51606667,,7.9763,,,,0.028,,0.028,,0.028,  bdl,0.028,0.183,0.155,,,,,,,
AE1409_A157_QE001907,AE1409,A157,QE001907,150,NA,35.791,33,17,47,,FALSE,FALSE,5/25/2014 13:10,7/15/2014,D,profile,North,FALSE,-59.4363,11.859,11.859,151,18.86785,36.41383333,,0.019125,,,,0,,0,,       nd,0.471,       nd,0.645,0.174,,,,,,,
AE1409_A160_QE001851,AE1409,A160,QE001851,40,29.824,26.842,34,18,49,,FALSE,FALSE,5/26/2014 12:49,7/7/2014,D,profile,North,FALSE,-60.0055,13.522,13.522,40,27.33265,35.2373,,67.755,,,,0.008,,0.008,,0.008,  bdl,0.008,0.192,0.183,,,,,,,
AE1409_A161_QE001905,AE1409,A161,QE001905,60,29.824,26.842,34,18,49,,FALSE,TRUE,5/26/2014 12:49,7/15/2014,D,profile,North,FALSE,-60.0055,13.522,13.522,60,26.8776,35.96113333,,31.157,,,,0.003,,0.003,,0.003,  bdl,0.003,0.183,0.18,,,,,,,
AE1409_A163_QE001890,AE1409,A163,QE001890,150,29.824,26.842,34,18,49,,FALSE,FALSE,5/26/2014 12:49,7/14/2014,D,profile,North,FALSE,-60.0055,13.522,13.522,151,22.345,37.1595,,0.33923,,,,0.074,,0.074,,0.074,0.455,0.074,0.672,0.408,,,,,,,
AE1409_A740blank_QE001855,AE1409,A740blank,QE001855,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
AE1409_A741blank_QE001881,AE1409,A741blank,QE001881,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
KN207.1_A164_QE002115,KN207_1,A164,QE002115,2,4.961,9.922,35,1,2,NA,Unclear_DCM,FALSE,4/21/2012 18:16,4/9/2013,,profile,North,FALSE,-70.751,41.4475,41.4475,4,10.3459,31.8772,0.6375,106.16,1546.5,0.068645328,,0,,,,,,,,,,,,,,,
KN207.1_A165_QE002114,KN207_1,A165,QE002114,5,4.961,9.922,35,1,2,NA,Unclear_DCM,FALSE,4/21/2012 18:16,4/9/2013,,profile,North,FALSE,-70.751,41.4475,41.4475,5,10.3429,32.01145,0.6721,81.336,1581.2,0.051439413,,0,,,,,,,,,,,,,,,
KN207.1_A166_QE002113,KN207_1,A166,QE002113,7,4.961,9.922,35,1,2,NA,Unclear_DCM,FALSE,4/21/2012 18:16,4/9/2013,,profile,North,FALSE,-70.751,41.4475,41.4475,7,10.3494,32.038,0.6719,54.281,1426.1,0.038062548,,0,,,,,,,,,,,,,,,
KN207.1_A167_QE002112,KN207_1,A167,QE002112,15,4.961,9.922,35,1,2,NA,Unclear_DCM,TRUE,4/21/2012 18:16,4/8/2013,,profile,North,FALSE,-70.751,41.4475,41.4475,15,9.9492,32.303,1.3551,10.314,1468.5,0.007023493,,0,,,,,,,,,,,,,,,
KN207.1_A168_QE002110,KN207_1,A168,QE002110,20,4.961,9.922,35,1,2,NA,Unclear_DCM,FALSE,4/21/2012 18:16,4/9/2013,,profile,North,FALSE,-70.751,41.4475,41.4475,20,9.9459,32.3058,1.2915,4.2707,1523,0.002804137,,0,,,,,,,,,,,,,,,
KN207.1_A169_QE002122,KN207_1,A169,QE002122,2,2.977,7.938,36,1,4,NA,Unclear_DCM,FALSE,4/21/2012 20:33,4/8/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,2,10.4076,28.7912,0.9528,83.746,689.65,0.121432611,0.307692308,0.3825,0.282051282,0.39,0.12,0.39,,,,,0.39,2.51,0.11,0.01,0.04,,
KN207.1_A170_QE002121,KN207_1,A170,QE002121,5,2.977,7.938,36,1,4,NA,Unclear_DCM,FALSE,4/21/2012 20:33,4/8/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,5,10.42835,31.6878,1.2401,43.293,698.61,0.061970198,0.175,0.395625,0.175,0.4,0.07,0.4,,,,,0.4,1.65,0.07,0,0.06,,
KN207.1_A171_QE002120,KN207_1,A171,QE002120,7,2.977,7.938,36,1,4,NA,Unclear_DCM,FALSE,4/21/2012 20:33,4/8/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,7,10.42475,31.78865,1.4856,25.383,699.42,0.036291499,0.108108108,0.3675,0.108108108,0.37,0.04,0.37,,,,,0.37,2.85,0.04,0,0.04,,
KN207.1_A172_QE002119,KN207_1,A172,QE002119,10,2.977,7.938,36,1,4,NA,Unclear_DCM,FALSE,4/21/2012 20:33,4/9/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,10,10.39065,31.88925,1.5009,10.615,698.12,0.015205122,0.097560976,0.4075,0.097560976,0.41,0.04,0.41,,,,,0.41,1.35,0.04,0,0.11,,
KN207.1_A173_QE002118,KN207_1,A173,QE002118,15,2.977,7.938,36,1,4,NA,Unclear_DCM,FALSE,4/21/2012 20:33,4/8/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,15,10.4026,31.9054,1.4433,2.7219,699.59,0.003890707,0.048780488,0.40875,0.048780488,0.41,0.02,0.41,,,,,0.41,0.84,0.02,0,0.11,,
KN207.1_A174_QE002116,KN207_1,A174,QE002116,20,2.977,7.938,36,1,4,NA,Unclear_DCM,TRUE,4/21/2012 20:33,4/8/2013,,profile,North,FALSE,-70.7507,41.4503,41.4503,20,10.38575,31.93195,1.4125,0.75954,698.82,0.001086889,0.024390244,0.409375,0.024390244,0.41,0.01,0.41,,,,,0.41,1.26,0.01,0,0.08,,
KN207.1_A175_QE002134,KN207_1,A175,QE002134,5.5,9.923,9.923,37,2,6,NA,Unclear_DCM,FALSE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,6,10.3165,32.64945,1.8161,0.0083402,13.411,0.000621892,0.277777778,0.176875,0.277777778,0.18,0.05,0.18,,,,,0.18,2.25,0.05,0,0.03,,
KN207.1_A176_QE002131,KN207_1,A176,QE002131,10.3,9.923,9.923,37,2,6,NA,Unclear_DCM,TRUE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,10,10.1023,32.8088,1.8249,0.0010862,13.486,8.05E-05,0.294117647,0.166875,0.294117647,0.17,0.05,0.17,,,,,0.17,1.32,0.05,0,0.04,,
KN207.1_A177_QE002132,KN207_1,A177,QE002132,23.4,9.923,9.923,37,2,6,NA,Unclear_DCM,FALSE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,24,8.7145,33.6402,0.4888,1.00E-12,13.442,7.44E-14,0.172413793,0.286875,0.172413793,0.29,0.05,0.29,,,,,0.29,3.17,0.05,0,1.03,,
KN207.1_A178_QE002130,KN207_1,A178,QE002130,31.3,9.923,9.923,37,2,6,NA,Unclear_DCM,FALSE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,32,7.3232,33.5668,0.2438,1.00E-12,13.424,7.45E-14,0.5,0.445625,0.456521739,0.46,0.23,0.46,,,,,0.46,4.51,0.21,0.02,3.05,,
KN207.1_A179_QE002129,KN207_1,A179,QE002129,41.2,9.923,9.923,37,2,6,NA,Unclear_DCM,FALSE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,42,7.33045,33.10075,0.2474,1.00E-12,13.526,7.39E-14,0.803921569,0.484375,0.745098039,0.51,0.41,0.51,,,,,0.51,5.07,0.38,0.03,3.45,,
KN207.1_A180_QE002128,KN207_1,A180,QE002128,55,9.923,9.923,37,2,6,NA,Unclear_DCM,FALSE,4/22/2012 5:30,3/28/2013,,profile,North,FALSE,-70.4408,40.6137,40.6137,55,7.34535,32.77145,0.2468,1.00E-12,13.605,7.35E-14,0.826923077,0.493125,0.769230769,0.52,0.43,0.52,,,,,0.52,5.28,0.4,0.03,3.63,,
KN207.1_A181_QE002140,KN207_1,A181,QE002140,6,2.977,10.916,38,3,7,29,FALSE,FALSE,4/22/2012 11:39,3/29/2013,,profile,North,FALSE,-69.7105,39.799,39.799,6,13.22205,34.4621,1.0775,11.402,709.45,0.016071605,1.571428571,0.063125,1.428571429,0.07,0.11,0.07,,,,,0.07,1.4,0.1,0.01,0.04,,
KN207.1_A182_QE002138,KN207_1,A182,QE002138,11,2.977,10.916,38,3,7,29,FALSE,FALSE,4/22/2012 11:39,3/29/2013,,profile,North,FALSE,-69.7105,39.799,39.799,11,12.9865,34.69675,1.1751,5.492,713.7,0.00769511,0.571428571,0.0675,0.571428571,0.07,0.04,0.07,,,,,0.07,1.54,0.04,0,0.02,,
KN207.1_A183_QE002137,KN207_1,A183,QE002137,21,2.977,10.916,38,3,7,29,FALSE,FALSE,4/22/2012 11:39,3/29/2013,,profile,North,FALSE,-69.7105,39.799,39.799,21,12.29755,35.1132,1.5941,1.4775,726.74,0.002033052,0.428571429,0.068125,0.428571429,0.07,0.03,0.07,,,,,0.07,1.39,0.03,0,0.02,,
KN207.1_A184_QE002136,KN207_1,A184,QE002136,29,2.977,10.916,38,3,7,29,TRUE,TRUE,4/22/2012 11:39,3/29/2013,,profile,North,FALSE,-69.7105,39.799,39.799,29,11.8116,35.08875,2.0955,0.49777,744.76,0.000668363,2,0.1225,1.5,0.14,0.28,0.14,,,,,0.14,1.38,0.21,0.07,0.22,,
KN207.1_A185_QE002135,KN207_1,A185,QE002135,62,2.977,10.916,38,3,7,29,FALSE,FALSE,4/22/2012 11:39,3/29/2013,,profile,North,FALSE,-69.7105,39.799,39.799,62,13.06305,35.12615,0.114,0.037793,775.82,4.87E-05,14.83333333,0.02625,14.69444444,0.36,5.34,0.36,,,,,0.36,2.65,5.29,0.05,0.07,,
KN207.1_A187_QE002149,KN207_1,A187,QE002149,7,3.97,7.939,39,4,9,25,FALSE,FALSE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,7,12.9735,34.13475,0.683,52.566,1614.6,0.03255667,,0,,,,,,,,,,,,,,,
KN207.1_A188_QE002148,KN207_1,A188,QE002148,12,3.97,7.939,39,4,9,25,FALSE,FALSE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,12,12.957,34.1634,0.8521,30.015,1472.2,0.020387855,,0,,,,,,,,,,,,,,,
KN207.1_A189_QE002145,KN207_1,A189,QE002145,20,3.97,7.939,39,4,9,25,FALSE,FALSE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,20,12.25585,34.54475,1.2938,10.083,1386.7,0.007271219,,0,,,,,,,,,,,,,,,
KN207.1_A190_QE002144,KN207_1,A190,QE002144,25,3.97,7.939,39,4,9,25,TRUE,TRUE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,25,11.7512,34.8819,2.8198,4.6153,1393.7,0.003311545,,0,,,,,,,,,,,,,,,
KN207.1_A191_QE002142,KN207_1,A191,QE002142,40,3.97,7.939,39,4,9,25,FALSE,FALSE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,40,11.72335,34.7215,1.0169,0.60308,1420.8,0.000424465,,0,,,,,,,,,,,,,,,
KN207.1_A192_QE002141,KN207_1,A192,QE002141,150,3.97,7.939,39,4,9,25,FALSE,FALSE,4/22/2012 19:37,4/2/2013,,profile,North,FALSE,-68.9977,39.001,39.001,151,14.71495,35.78415,0.0405,0.0017151,1446.4,1.19E-06,,0,,,,,,,,,,,,,,,
KN207.1_A193_QE002210,KN207_1,A193,QE002210,5,3.97,9.925,40,5,46,25,FALSE,TRUE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,5,17.6789,35.4668,3.3548,0.06288,13.328,0.004717887,8.777777778,0.040625,7.777777778,0.09,0.79,0.09,,,,,0.09,1.52,0.7,0.09,0.05,,
KN207.1_A194_QE002209,KN207_1,A194,QE002209,12,3.97,9.925,40,5,46,25,FALSE,FALSE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,12,17.2298,35.7225,3.1153,0.0021618,13.368,0.000161715,8.111111111,0.044375,7.111111111,0.09,0.73,0.09,,,,,0.09,1.44,0.64,0.09,0.08,,
KN207.1_A195_QE002208,KN207_1,A195,QE002208,18,3.97,9.925,40,5,46,25,FALSE,FALSE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,18,17.35885,35.11585,3.0577,1.00E-12,13.191,7.58E-14,5.714285714,0.045,4.857142857,0.07,0.4,0.07,,,,,0.07,1.02,0.34,0.06,0.05,,
KN207.1_A196_QE002207,KN207_1,A196,QE002207,25,3.97,9.925,40,5,46,25,TRUE,FALSE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,25,17.43925,35.32585,2.7513,1.20E-06,13.376,8.98E-08,7.428571429,0.0375,6.428571429,0.07,0.52,0.07,,,,,0.07,1.09,0.45,0.07,0.13,,
KN207.1_A197_QE002204,KN207_1,A197,QE002204,55,3.97,9.925,40,5,46,25,FALSE,FALSE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,55,14.6757,35.45075,0.3708,1.00E-12,13.278,7.53E-14,13.92,0.0325,10.72,0.25,3.48,0.25,,,,,0.25,1.3,2.68,0.8,0.12,,
KN207.1_A198_QE002203,KN207_1,A198,QE002203,150,3.97,9.925,40,5,46,25,FALSE,FALSE,4/28/2012 2:41,4/3/2013,,profile,North,FALSE,-68.3932,38.0653,38.0653,151,13.04485,35.6325,0.0216,1.00E-12,13.266,7.54E-14,18.99082569,-0.20375,18.94495413,1.09,20.7,1.09,,,,,1.09,8.61,20.65,0.05,0.01,,
KN207.1_A199_QE002217,KN207_1,A199,QE002217,13,3.97,6.948,41,6,47,NA,Unclear_DCM,FALSE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,13,23.55805,36.14985,0.3364,0.00025447,13.25,1.92E-05,18,-0.00125,16,0.01,0.18,0.01,,,,,0.01,1.08,0.16,0.02,0.05,,
KN207.1_A200_QE002216,KN207_1,A200,QE002216,25,3.97,6.948,41,6,47,NA,Unclear_DCM,FALSE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,25,23.55915,36.19615,0.3025,0.00028371,13.266,2.14E-05,,-0.005625,high,0,0.09,0,,,,,0,1.08,0.07,0.02,0.04,,
KN207.1_A201_QE002215,KN207_1,A201,QE002215,55,3.97,6.948,41,6,47,NA,Unclear_DCM,FALSE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,55,22.73985,36.4318,0.3863,0.00015676,13.313,1.18E-05,,-0.008125,high,0,0.13,0,,,,,0,0.93,0.09,0.04,0.05,,
KN207.1_A202_QE002214,KN207_1,A202,QE002214,67,3.97,6.948,41,6,47,NA,Unclear_DCM,TRUE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,68,22.35735,36.49205,0.4313,0.00017508,13.386,1.31E-05,,-0.016875,high,0,0.27,0,,,,,0,0.93,0.18,0.09,0.05,,
KN207.1_A203_QE002213,KN207_1,A203,QE002213,92,3.97,6.948,41,6,47,NA,Unclear_DCM,FALSE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,93,22.02065,36.6948,0.281,0.00025056,13.316,1.88E-05,30.66666667,-0.0275,24.66666667,0.03,0.92,0.03,,,,,0.03,1,0.74,0.18,0.05,,
KN207.1_A204_QE002211,KN207_1,A204,QE002211,150,3.97,6.948,41,6,47,NA,Unclear_DCM,FALSE,4/28/2012 8:22,4/3/2013,,profile,North,FALSE,-67.5842,37.3755,37.3755,151,20.3075,36.6661,0.0682,0.00019096,13.384,1.43E-05,53,-0.04625,43.5,0.02,1.06,0.02,,,,,0.02,1.07,0.87,0.19,0.38,,
KN207.1_A205_QE002226,KN207_1,A205,QE002226,5,4.963,5.956,42,7,48,NA,Unclear_DCM,TRUE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,5,20.2448,36.099,0.1718,111.27,2839.9,0.039180957,,-0.01125,high,0,0.18,0,,,,,0,0.86,0.16,0.02,0.06,,
KN207.1_A206_QE002223,KN207_1,A206,QE002223,12,4.963,5.956,42,7,48,NA,Unclear_DCM,FALSE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,12,20.2328,36.366,0.1736,51.833,2851.9,0.018174901,,-0.004375,high,0,0.07,0,,,,,0,0.57,0.05,0.02,0.05,,
KN207.1_A207_QE002222,KN207_1,A207,QE002222,22,4.963,5.956,42,7,48,NA,Unclear_DCM,FALSE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,22,20.2307,36.40565,0.2379,27.666,2829.5,0.009777699,,-0.0025,high,0,0.04,0,,,,,0,0.85,0.03,0.01,0.04,,
KN207.1_A208_QE002221,KN207_1,A208,QE002221,40,4.963,5.956,42,7,48,NA,Unclear_DCM,FALSE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,40,20.21075,36.4627,0.4205,8.411,2933.4,0.002867321,,-0.008125,high,0,0.13,0,,,,,0,0.78,0.12,0.01,0.06,,
KN207.1_A209_QE002220,KN207_1,A209,QE002220,70,4.963,5.956,42,7,48,NA,Unclear_DCM,FALSE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,71,19.4925,36.56365,0.3807,1.8467,2973.6,0.000621032,43,-0.03375,39.5,0.02,0.86,0.02,,,,,0.02,0.92,0.79,0.07,0.05,,
KN207.1_A210_QE002219,KN207_1,A210,QE002219,150,4.963,5.956,42,7,48,NA,Unclear_DCM,FALSE,4/28/2012 14:18,4/8/2013,,profile,North,FALSE,-66.7845,36.6818,36.6818,151,19.0639,36.5511,0.1341,0.11518,2090.3,5.51E-05,33.66666667,-0.033125,28.33333333,0.03,1.01,0.03,,,,,0.03,1.05,0.85,0.16,0.04,,
KN207.1_A211_QE002233,KN207_1,A211,QE002233,5,56.576,21.838,43,8,49,60,FALSE,FALSE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,5,21.45415,36.35165,0.3204,12.767,659.9,0.019346871,6,0.0125,4.5,0.02,0.12,0.02,,,,,0.02,0.97,0.09,0.03,0.01,,
KN207.1_A212_QE002232,KN207_1,A212,QE002232,12,56.576,21.838,43,8,49,60,FALSE,FALSE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,12,21.45795,36.3653,0.3204,10.966,658.04,0.01666464,7,0.005625,5,0.01,0.07,0.01,,,,,0.01,1.01,0.05,0.02,0.04,,
KN207.1_A213_QE002230,KN207_1,A213,QE002230,30,56.576,21.838,43,8,49,60,FALSE,FALSE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,30,21.2869,36.43415,0.4112,3.4534,664,0.005200904,3,0.008125,2,0.01,0.03,0.01,,,,,0.01,0.94,0.02,0.01,0,,
KN207.1_A214_QE002229,KN207_1,A214,QE002229,60,56.576,21.838,43,8,49,60,TRUE,TRUE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,60,19.9857,36.54675,0.8379,0.63845,658.19,0.000970009,7.5,0.010625,4.5,0.02,0.15,0.02,,,,,0.02,0.93,0.09,0.06,0.09,,
KN207.1_A215_QE002228,KN207_1,A215,QE002228,80,56.576,21.838,43,8,49,60,FALSE,FALSE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,81,19.4544,36.56085,0.8158,0.15873,654.88,0.00024238,23.33333333,-0.01375,15.33333333,0.03,0.7,0.03,,,,,0.03,1.04,0.46,0.24,0.02,,
KN207.1_A216_QE002227,KN207_1,A216,QE002227,150,56.576,21.838,43,8,49,60,FALSE,FALSE,4/28/2012 20:03,4/1/2013,,profile,North,FALSE,-65.9975,36.0007,36.0007,151,19.0728,36.54805,0.1105,0.00976,633.61,1.54E-05,25,-0.0225,20.75,0.04,1,0.04,,,,,0.04,1.19,0.83,0.17,0.02,,
KN207.1_A217_QE002240,KN207_1,A217,QE002240,6,4.964,6.949,44,9,50,NA,Unclear_DCM,FALSE,4/29/2012 2:39,4/2/2013,,profile,North,FALSE,-66.0003,34.999,34.999,6,20.2573,36.3671,0.3283,0.049507,13.252,0.003735813,2,0.0175,1,0.02,0.04,0.02,,,,,0.02,1,0.02,0.02,0.01,,
KN207.1_A218_QE002239,KN207_1,A218,QE002239,32,4.964,6.949,44,9,50,NA,Unclear_DCM,FALSE,4/29/2012 2:39,4/2/2013,,profile,North,FALSE,-66.0003,34.999,34.999,32,20.2452,36.4682,0.2979,1.94E-06,13.333,1.46E-07,3,0.008125,1,0.01,0.03,0.01,,,,,0.01,0.98,0.01,0.02,0,,
